Average of regret,Column Labels,,,,,
152,0.993464052,0.503267974,0.176470588,0.058823529,0.176470588,0.381699346
153,0.993506494,0.5,0.175324675,0.058441558,0.175324675,0.380519481
154,0.993548387,0.503225806,0.174193548,0.058064516,0.174193548,0.380645161
155,0.993589744,0.5,0.173076923,0.057692308,0.173076923,0.379487179
156,0.993630573,0.503184713,0.171974522,0.057324841,0.171974522,0.379617834
157,0.993670886,0.5,0.170886076,0.056962025,0.170886076,0.378481013
158,0.993710692,0.503144654,0.169811321,0.056603774,0.169811321,0.378616352
159,0.99375,0.5,0.16875,0.05625,0.16875,0.3775
160,0.99378882,0.50310559,0.167701863,0.055900621,0.167701863,0.377639752
161,0.99382716,0.5,0.166666667,0.055555556,0.166666667,0.37654321
162,0.993865031,0.503067485,0.165644172,0.055214724,0.171779141,0.37791411
163,0.993902439,0.5,0.164634146,0.054878049,0.170731707,0.376829268
164,0.993939394,0.503030303,0.163636364,0.054545455,0.16969697,0.376969697
165,0.993975904,0.5,0.162650602,0.054216867,0.174698795,0.377108434
166,0.994011976,0.502994012,0.161676647,0.053892216,0.173652695,0.377245509
167,0.994047619,0.5,0.160714286,0.053571429,0.172619048,0.376190476
168,0.99408284,0.50295858,0.159763314,0.053254438,0.171597633,0.376331361
169,0.994117647,0.5,0.158823529,0.052941176,0.170588235,0.375294118
170,0.994152047,0.502923977,0.157894737,0.052631579,0.169590643,0.375438596
171,0.994186047,0.5,0.156976744,0.052325581,0.168604651,0.374418605
172,0.994219653,0.502890173,0.156069364,0.052023121,0.167630058,0.374566474
173,0.994252874,0.5,0.155172414,0.051724138,0.166666667,0.373563218
174,0.994285714,0.502857143,0.154285714,0.051428571,0.165714286,0.373714286
175,0.994318182,0.5,0.153409091,0.051136364,0.164772727,0.372727273
176,0.994350282,0.502824859,0.152542373,0.050847458,0.163841808,0.372881356
177,0.994382022,0.5,0.151685393,0.050561798,0.162921348,0.371910112
178,0.994413408,0.502793296,0.150837989,0.05027933,0.162011173,0.372067039
179,0.994444444,0.5,0.15,0.05,0.161111111,0.371111111
180,0.994475138,0.502762431,0.149171271,0.049723757,0.160220994,0.371270718
181,0.994505495,0.5,0.148351648,0.054945055,0.159340659,0.371428571
182,0.994535519,0.50273224,0.147540984,0.054644809,0.158469945,0.371584699
183,0.994565217,0.5,0.14673913,0.054347826,0.157608696,0.370652174
184,0.994594595,0.502702703,0.145945946,0.054054054,0.156756757,0.370810811
185,0.994623656,0.5,0.14516129,0.053763441,0.155913978,0.369892473
186,0.994652406,0.502673797,0.144385027,0.053475936,0.155080214,0.370053476
187,0.994680851,0.5,0.143617021,0.053191489,0.154255319,0.369148936
188,0.994708995,0.502645503,0.142857143,0.052910053,0.153439153,0.369312169
189,0.994736842,0.5,0.142105263,0.052631579,0.152631579,0.368421053
190,0.994764398,0.502617801,0.141361257,0.052356021,0.157068063,0.369633508
191,0.994791667,0.5,0.140625,0.052083333,0.15625,0.36875
192,0.994818653,0.502590674,0.139896373,0.051813472,0.155440415,0.368911917
193,0.994845361,0.5,0.139175258,0.051546392,0.154639175,0.368041237
194,0.994871795,0.502564103,0.138461538,0.051282051,0.153846154,0.368205128
195,0.994897959,0.5,0.137755102,0.051020408,0.153061224,0.367346939
196,0.994923858,0.502538071,0.137055838,0.050761421,0.152284264,0.36751269
197,0.994949495,0.5,0.136363636,0.050505051,0.151515152,0.366666667
198,0.994974874,0.502512563,0.135678392,0.050251256,0.150753769,0.366834171
199,0.995,0.5,0.135,0.05,0.15,0.366
200,0.995024876,0.502487562,0.134328358,0.049751244,0.149253731,0.366169154
201,0.995049505,0.5,0.133663366,0.04950495,0.148514851,0.365346535
202,0.995073892,0.502463054,0.133004926,0.049261084,0.147783251,0.365517241
203,0.995098039,0.5,0.132352941,0.049019608,0.147058824,0.364705882
204,0.995121951,0.502439024,0.131707317,0.053658537,0.146341463,0.365853659
205,0.995145631,0.5,0.131067961,0.053398058,0.150485437,0.366019417
206,0.995169082,0.502415459,0.130434783,0.053140097,0.149758454,0.366183575
207,0.995192308,0.5,0.129807692,0.052884615,0.149038462,0.365384615
208,0.995215311,0.502392344,0.129186603,0.052631579,0.148325359,0.365550239
209,0.995238095,0.5,0.128571429,0.052380952,0.147619048,0.364761905
210,0.995260664,0.502369668,0.127962085,0.052132701,0.146919431,0.36492891
211,0.995283019,0.5,0.127358491,0.051886792,0.150943396,0.36509434
212,0.995305164,0.502347418,0.126760563,0.051643192,0.150234742,0.365258216
213,0.995327103,0.5,0.126168224,0.051401869,0.14953271,0.364485981
214,0.995348837,0.502325581,0.125581395,0.051162791,0.148837209,0.364651163
215,0.99537037,0.5,0.125,0.050925926,0.148148148,0.363888889
216,0.995391705,0.502304147,0.124423963,0.050691244,0.147465438,0.3640553
217,0.995412844,0.5,0.123853211,0.050458716,0.146788991,0.363302752
218,0.99543379,0.502283105,0.123287671,0.050228311,0.146118721,0.36347032
219,0.995454545,0.5,0.122727273,0.05,0.145454545,0.362727273
220,0.995475113,0.502262443,0.122171946,0.049773756,0.14479638,0.362895928
221,0.995495495,0.5,0.121621622,0.04954955,0.144144144,0.362162162
222,0.995515695,0.502242152,0.121076233,0.049327354,0.143497758,0.362331839
223,0.995535714,0.5,0.120535714,0.049107143,0.142857143,0.361607143
224,0.995555556,0.502222222,0.12,0.048888889,0.142222222,0.361777778
225,0.995575221,0.5,0.119469027,0.048672566,0.14159292,0.361061947
226,0.995594714,0.502202643,0.118942731,0.04845815,0.140969163,0.36123348
227,0.995614035,0.5,0.118421053,0.048245614,0.140350877,0.360526316
228,0.995633188,0.502183406,0.11790393,0.048034934,0.139737991,0.36069869
229,0.995652174,0.5,0.117391304,0.047826087,0.139130435,0.36
230,0.995670996,0.502164502,0.116883117,0.047619048,0.138528139,0.36017316
231,0.995689655,0.5,0.11637931,0.047413793,0.137931034,0.359482759
232,0.995708155,0.502145923,0.115879828,0.0472103,0.137339056,0.359656652
233,0.995726496,0.5,0.115384615,0.047008547,0.141025641,0.35982906
234,0.995744681,0.50212766,0.114893617,0.046808511,0.140425532,0.36
235,0.995762712,0.5,0.11440678,0.046610169,0.139830508,0.359322034
236,0.995780591,0.502109705,0.113924051,0.046413502,0.139240506,0.359493671
237,0.995798319,0.5,0.113445378,0.046218487,0.138655462,0.358823529
238,0.9958159,0.50209205,0.112970711,0.046025105,0.138075314,0.358995816
239,0.995833333,0.5,0.1125,0.045833333,0.1375,0.358333333
240,0.995850622,0.502074689,0.112033195,0.045643154,0.141078838,0.3593361
241,0.995867769,0.5,0.111570248,0.045454545,0.140495868,0.358677686
242,0.995884774,0.502057613,0.111111111,0.04526749,0.139917695,0.358847737
243,0.995901639,0.5,0.110655738,0.045081967,0.139344262,0.358196721
244,0.995918367,0.502040816,0.110204082,0.044897959,0.13877551,0.358367347
245,0.995934959,0.5,0.109756098,0.044715447,0.138211382,0.357723577
246,0.995951417,0.502024291,0.109311741,0.044534413,0.137651822,0.357894737
247,0.995967742,0.5,0.108870968,0.044354839,0.137096774,0.357258065
248,0.995983936,0.502008032,0.108433735,0.044176707,0.136546185,0.357429719
249,0.996,0.5,0.108,0.044,0.136,0.3568
250,0.996015936,0.501992032,0.107569721,0.043824701,0.135458167,0.356972112
251,0.996031746,0.5,0.107142857,0.043650794,0.134920635,0.356349206
252,0.996047431,0.501976285,0.106719368,0.043478261,0.138339921,0.357312253
253,0.996062992,0.5,0.106299213,0.043307087,0.137795276,0.356692913
254,0.996078431,0.501960784,0.105882353,0.043137255,0.137254902,0.356862745
255,0.99609375,0.5,0.10546875,0.04296875,0.13671875,0.35625
256,0.996108949,0.501945525,0.105058366,0.042801556,0.13618677,0.356420233
257,0.996124031,0.5,0.104651163,0.042635659,0.135658915,0.355813953
258,0.996138996,0.501930502,0.104247104,0.042471042,0.135135135,0.355984556
259,0.996153846,0.5,0.103846154,0.042307692,0.134615385,0.355384615
260,0.996168582,0.501915709,0.103448276,0.042145594,0.134099617,0.355555556
261,0.996183206,0.5,0.103053435,0.041984733,0.133587786,0.354961832
262,0.996197719,0.501901141,0.102661597,0.041825095,0.133079848,0.35513308
263,0.996212121,0.5,0.102272727,0.041666667,0.132575758,0.354545455
264,0.996226415,0.501886792,0.101886792,0.041509434,0.132075472,0.354716981
265,0.996240602,0.5,0.101503759,0.041353383,0.131578947,0.354135338
266,0.996254682,0.501872659,0.101123596,0.041198502,0.131086142,0.354307116
267,0.996268657,0.5,0.100746269,0.044776119,0.130597015,0.354477612
268,0.996282528,0.501858736,0.100371747,0.044609665,0.130111524,0.35464684
269,0.996296296,0.5,0.1,0.044444444,0.12962963,0.354074074
270,0.996309963,0.501845018,0.099630996,0.044280443,0.129151292,0.354243542
271,0.996323529,0.5,0.099264706,0.044117647,0.128676471,0.353676471
272,0.996336996,0.501831502,0.098901099,0.043956044,0.131868132,0.354578755
273,0.996350365,0.5,0.098540146,0.04379562,0.131386861,0.354014599
274,0.996363636,0.501818182,0.098181818,0.043636364,0.130909091,0.354181818
275,0.996376812,0.5,0.097826087,0.043478261,0.130434783,0.353623188
276,0.996389892,0.501805054,0.097472924,0.0433213,0.129963899,0.353790614
277,0.996402878,0.5,0.097122302,0.043165468,0.129496403,0.35323741
278,0.996415771,0.501792115,0.096774194,0.043010753,0.129032258,0.353405018
279,0.996428571,0.5,0.096428571,0.042857143,0.128571429,0.352857143
280,0.996441281,0.501779359,0.096085409,0.042704626,0.131672598,0.353736655
281,0.996453901,0.5,0.095744681,0.042553191,0.134751773,0.353900709
282,0.996466431,0.501766784,0.09540636,0.042402827,0.134275618,0.354063604
283,0.996478873,0.5,0.095070423,0.042253521,0.133802817,0.353521127
284,0.996491228,0.501754386,0.094736842,0.042105263,0.133333333,0.353684211
285,0.996503497,0.5,0.094405594,0.041958042,0.132867133,0.353146853
286,0.996515679,0.50174216,0.094076655,0.041811847,0.132404181,0.353310105
287,0.996527778,0.5,0.09375,0.041666667,0.131944444,0.352777778
288,0.996539792,0.501730104,0.093425606,0.041522491,0.131487889,0.352941176
289,0.996551724,0.5,0.093103448,0.04137931,0.131034483,0.352413793
290,0.996563574,0.501718213,0.092783505,0.041237113,0.134020619,0.353264605
291,0.996575342,0.5,0.092465753,0.04109589,0.133561644,0.352739726
292,0.996587031,0.501706485,0.092150171,0.040955631,0.133105802,0.352901024
293,0.996598639,0.5,0.091836735,0.044217687,0.132653061,0.353061224
294,0.996610169,0.501694915,0.091525424,0.044067797,0.13220339,0.353220339
295,0.996621622,0.5,0.091216216,0.043918919,0.131756757,0.352702703
296,0.996632997,0.501683502,0.090909091,0.043771044,0.131313131,0.352861953
297,0.996644295,0.5,0.090604027,0.043624161,0.130872483,0.352348993
298,0.996655518,0.501672241,0.090301003,0.043478261,0.130434783,0.352508361
299,0.996666667,0.5,0.09,0.046666667,0.13,0.352666667
300,0.996677741,0.50166113,0.089700997,0.046511628,0.129568106,0.35282392
301,0.996688742,0.5,0.089403974,0.046357616,0.129139073,0.352317881
302,0.99669967,0.501650165,0.089108911,0.04620462,0.128712871,0.352475248
303,0.996710526,0.5,0.088815789,0.046052632,0.128289474,0.351973684
304,0.996721311,0.501639344,0.08852459,0.045901639,0.127868852,0.352131148
305,0.996732026,0.5,0.088235294,0.049019608,0.12745098,0.352287582
306,0.996742671,0.501628664,0.087947883,0.048859935,0.127035831,0.352442997
307,0.996753247,0.5,0.087662338,0.048701299,0.126623377,0.351948052
308,0.996763754,0.501618123,0.087378641,0.048543689,0.126213592,0.35210356
309,0.996774194,0.5,0.087096774,0.048387097,0.125806452,0.351612903
310,0.996784566,0.501607717,0.08681672,0.048231511,0.128617363,0.352411576
311,0.996794872,0.5,0.086538462,0.048076923,0.128205128,0.351923077
312,0.996805112,0.501597444,0.086261981,0.047923323,0.127795527,0.352076677
313,0.996815287,0.5,0.085987261,0.047770701,0.127388535,0.351592357
314,0.996825397,0.501587302,0.085714286,0.050793651,0.126984127,0.352380952
315,0.996835443,0.5,0.085443038,0.050632911,0.126582278,0.351898734
316,0.996845426,0.501577287,0.085173502,0.050473186,0.126182965,0.352050473
317,0.996855346,0.5,0.08490566,0.053459119,0.125786164,0.352201258
318,0.996865204,0.501567398,0.084639498,0.053291536,0.12539185,0.352351097
319,0.996875,0.5,0.084375,0.053125,0.125,0.351875
320,0.996884735,0.501557632,0.08411215,0.056074766,0.124610592,0.352647975
321,0.99689441,0.5,0.083850932,0.055900621,0.124223602,0.352173913
322,0.996904025,0.501547988,0.083591331,0.055727554,0.123839009,0.352321981
323,0.99691358,0.5,0.083333333,0.055555556,0.12345679,0.351851852
324,0.996923077,0.501538462,0.083076923,0.055384615,0.123076923,0.352
325,0.996932515,0.5,0.082822086,0.055214724,0.125766871,0.352147239
326,0.996941896,0.501529052,0.082568807,0.055045872,0.125382263,0.352293578
327,0.99695122,0.5,0.082317073,0.054878049,0.125,0.351829268
328,0.996960486,0.501519757,0.082066869,0.054711246,0.124620061,0.351975684
329,0.996969697,0.5,0.081818182,0.054545455,0.124242424,0.351515152
330,0.996978852,0.501510574,0.081570997,0.054380665,0.123867069,0.351661631
331,0.996987952,0.5,0.081325301,0.054216867,0.123493976,0.351204819
332,0.996996997,0.501501502,0.081081081,0.054054054,0.123123123,0.351351351
333,0.997005988,0.5,0.080838323,0.053892216,0.122754491,0.350898204
334,0.997014925,0.501492537,0.080597015,0.053731343,0.12238806,0.351044776
335,0.99702381,0.5,0.080357143,0.053571429,0.12202381,0.350595238
336,0.997032641,0.50148368,0.080118694,0.053412463,0.121661721,0.35074184
337,0.99704142,0.5,0.079881657,0.053254438,0.121301775,0.350295858
338,0.997050147,0.501474926,0.079646018,0.056047198,0.120943953,0.351032448
339,0.997058824,0.5,0.079411765,0.058823529,0.120588235,0.351176471
340,0.997067449,0.501466276,0.079178886,0.058651026,0.123167155,0.351906158
341,0.997076023,0.5,0.078947368,0.058479532,0.122807018,0.351461988
342,0.997084548,0.501457726,0.078717201,0.058309038,0.12244898,0.351603499
343,0.997093023,0.5,0.078488372,0.058139535,0.122093023,0.351162791
344,0.997101449,0.501449275,0.07826087,0.057971014,0.12173913,0.351304348
345,0.997109827,0.5,0.078034682,0.057803468,0.121387283,0.350867052
346,0.997118156,0.501440922,0.077809798,0.057636888,0.123919308,0.351585014
347,0.997126437,0.5,0.077586207,0.057471264,0.123563218,0.351149425
348,0.99713467,0.501432665,0.077363897,0.05730659,0.123209169,0.351289398
349,0.997142857,0.5,0.077142857,0.057142857,0.122857143,0.350857143
350,0.997150997,0.501424501,0.076923077,0.056980057,0.122507123,0.350997151
351,0.997159091,0.5,0.076704545,0.056818182,0.122159091,0.350568182
352,0.997167139,0.501416431,0.076487252,0.056657224,0.121813031,0.350708215
353,0.997175141,0.5,0.076271186,0.056497175,0.121468927,0.350282486
354,0.997183099,0.501408451,0.076056338,0.056338028,0.121126761,0.350422535
355,0.997191011,0.5,0.075842697,0.056179775,0.120786517,0.35
356,0.99719888,0.50140056,0.075630252,0.056022409,0.120448179,0.350140056
357,0.997206704,0.5,0.075418994,0.055865922,0.120111732,0.34972067
358,0.997214485,0.501392758,0.075208914,0.055710306,0.119777159,0.349860724
359,0.997222222,0.5,0.075,0.055555556,0.119444444,0.349444444
360,0.997229917,0.501385042,0.074792244,0.058171745,0.119113573,0.350138504
361,0.997237569,0.5,0.074585635,0.05801105,0.11878453,0.349723757
362,0.997245179,0.50137741,0.074380165,0.05785124,0.1184573,0.349862259
363,0.997252747,0.5,0.074175824,0.057692308,0.118131868,0.349450549
364,0.997260274,0.501369863,0.073972603,0.060273973,0.117808219,0.350136986
365,0.99726776,0.5,0.073770492,0.06010929,0.117486339,0.349726776
366,0.997275204,0.501362398,0.073569482,0.059945504,0.117166213,0.34986376
367,0.997282609,0.5,0.073369565,0.059782609,0.116847826,0.349456522
368,0.997289973,0.501355014,0.073170732,0.059620596,0.116531165,0.349593496
369,0.997297297,0.5,0.072972973,0.059459459,0.116216216,0.349189189
370,0.997304582,0.501347709,0.07277628,0.059299191,0.115902965,0.349326146
371,0.997311828,0.5,0.072580645,0.059139785,0.115591398,0.348924731
372,0.997319035,0.501340483,0.072386059,0.058981233,0.115281501,0.349061662
373,0.997326203,0.5,0.072192513,0.058823529,0.114973262,0.348663102
374,0.997333333,0.501333333,0.072,0.058666667,0.114666667,0.3488
375,0.997340426,0.5,0.071808511,0.058510638,0.114361702,0.348404255
376,0.99734748,0.50132626,0.071618037,0.061007958,0.114058355,0.349071618
377,0.997354497,0.5,0.071428571,0.060846561,0.113756614,0.348677249
378,0.997361478,0.501319261,0.071240106,0.060686016,0.113456464,0.348812665
379,0.997368421,0.5,0.071052632,0.060526316,0.113157895,0.348421053
380,0.997375328,0.501312336,0.070866142,0.060367454,0.112860892,0.34855643
381,0.997382199,0.5,0.070680628,0.060209424,0.112565445,0.348167539
382,0.997389034,0.501305483,0.070496084,0.060052219,0.11227154,0.348302872
383,0.997395833,0.5,0.0703125,0.059895833,0.111979167,0.347916667
