Average of regret,Column Labels,,,,,
Row Labels,Deterministic,DeterministicAlternating,EpsilonFirst,EpsilonGreedy,Exp3,Grand Total
734,0.281904762,0.154285714,0.010068027,0.026938776,0.093605442,0.113360544
735,0.28125,0.154076087,0.010054348,0.026902174,0.093478261,0.113152174
736,0.281953867,0.153595658,0.010040706,0.026865672,0.093351425,0.113161465
737,0.281300813,0.153387534,0.0100271,0.026829268,0.093224932,0.11295393
738,0.282002706,0.154262517,0.010013532,0.026792963,0.092828146,0.113179973
739,0.281351351,0.154054054,0.01,0.026756757,0.092702703,0.112972973
740,0.282051282,0.153576248,0.009986505,0.026720648,0.092577598,0.112982456
741,0.282749326,0.153369272,0.009973046,0.026684636,0.09245283,0.113045822
742,0.282099596,0.152893674,0.009959623,0.026648721,0.092328398,0.112786003
743,0.282795699,0.152688172,0.009946237,0.026612903,0.092204301,0.112849462
744,0.282147651,0.152214765,0.009932886,0.026577181,0.092080537,0.112590604
745,0.282841823,0.152010724,0.009919571,0.026541555,0.091957105,0.112654155
746,0.282195448,0.151539491,0.009906292,0.026506024,0.091834003,0.112396252
747,0.282887701,0.151336898,0.009893048,0.026470588,0.09171123,0.112459893
748,0.283578104,0.152202937,0.00987984,0.026435247,0.091588785,0.112736983
749,0.282933333,0.152,0.009866667,0.0264,0.091466667,0.112533333
750,0.283621838,0.15286285,0.009853529,0.026364847,0.091344874,0.112809587
751,0.284308511,0.152659574,0.009840426,0.026329787,0.091223404,0.11287234
752,0.283665339,0.153519256,0.009827357,0.027357238,0.091102258,0.11309429
753,0.283023873,0.15331565,0.009814324,0.027320955,0.09204244,0.113103448
754,0.282384106,0.152847682,0.009801325,0.027284768,0.09192053,0.112847682
755,0.281746032,0.152645503,0.00978836,0.027248677,0.091798942,0.112645503
756,0.281109643,0.153500661,0.009775429,0.027212682,0.091677675,0.112655218
757,0.281794195,0.153298153,0.009762533,0.027176781,0.091556728,0.112717678
758,0.28115942,0.152832675,0.009749671,0.027140975,0.0914361,0.112463768
759,0.280526316,0.152631579,0.009736842,0.027105263,0.091315789,0.112263158
760,0.279894875,0.15348226,0.009724047,0.027069645,0.091195795,0.112273325
761,0.280577428,0.15328084,0.009711286,0.027034121,0.091076115,0.112335958
762,0.281258191,0.152817824,0.009698558,0.026998689,0.09095675,0.112346003
763,0.280628272,0.152617801,0.009685864,0.026963351,0.090837696,0.112146597
764,0.28130719,0.152156863,0.009673203,0.026928105,0.090457516,0.112104575
765,0.280678851,0.151958225,0.009660574,0.02689295,0.090339426,0.111906005
766,0.280052151,0.151499348,0.009647979,0.026857888,0.090221643,0.111655802
767,0.280729167,0.151302083,0.009635417,0.026822917,0.08984375,0.111666667
768,0.280104031,0.150845254,0.009622887,0.026788036,0.089726918,0.111417425
769,0.280779221,0.150649351,0.00961039,0.026493506,0.08961039,0.111428571
770,0.280155642,0.151491569,0.009597925,0.026459144,0.089494163,0.111439689
771,0.279533679,0.151295337,0.009585492,0.02642487,0.089378238,0.111243523
772,0.278913325,0.15084088,0.009573092,0.026390686,0.089262613,0.110996119
773,0.279586563,0.150645995,0.009560724,0.026356589,0.089147287,0.111059432
774,0.280258065,0.150193548,0.009548387,0.026322581,0.089032258,0.111070968
775,0.280927835,0.15,0.009536082,0.02628866,0.088917526,0.111134021
776,0.281595882,0.150836551,0.00952381,0.026254826,0.088803089,0.111402831
777,0.282262211,0.150642674,0.009511568,0.02622108,0.088688946,0.111465296
778,0.281643132,0.150192555,0.009499358,0.02618742,0.088575096,0.111219512
779,0.281025641,0.15,0.009487179,0.026153846,0.088461538,0.111025641
780,0.281690141,0.149551857,0.009475032,0.026120359,0.089372599,0.111241997
781,0.281074169,0.149360614,0.009462916,0.026086957,0.089258312,0.111048593
782,0.28045977,0.150191571,0.00945083,0.02605364,0.089144317,0.111060026
783,0.279846939,0.15,0.009438776,0.026020408,0.089030612,0.110867347
784,0.280509554,0.150828025,0.009426752,0.025987261,0.088917197,0.111133758
785,0.279898219,0.150636132,0.009414758,0.025954198,0.088804071,0.110941476
786,0.279288437,0.150190597,0.009402795,0.02592122,0.088691233,0.110698856
787,0.278680203,0.15,0.009390863,0.025888325,0.08857868,0.110507614
788,0.279340938,0.149556401,0.009378961,0.025855513,0.089480355,0.110722433
789,0.28,0.149367089,0.009367089,0.025822785,0.089367089,0.11078481
790,0.279393173,0.148925411,0.009355247,0.025790139,0.089254109,0.110543616
791,0.278787879,0.148737374,0.009343434,0.025757576,0.089141414,0.110353535
792,0.279445145,0.148297604,0.009331652,0.025725095,0.089029004,0.1103657
793,0.27884131,0.148110831,0.009319899,0.025692695,0.089924433,0.110377834
794,0.278238994,0.148930818,0.009308176,0.025660377,0.089811321,0.110389937
795,0.278894472,0.148743719,0.009296482,0.025628141,0.089698492,0.110452261
796,0.279548306,0.148306148,0.009284818,0.025595985,0.089585947,0.110464241
797,0.278947368,0.148120301,0.009273183,0.02556391,0.089473684,0.110275689
798,0.278347935,0.147684606,0.009261577,0.025531915,0.089361702,0.110037547
799,0.279,0.1475,0.00925,0.0255,0.08925,0.1101
800,0.278401998,0.148314607,0.009238452,0.025468165,0.089138577,0.11011236
801,0.277805486,0.148129676,0.009226933,0.025436409,0.088778055,0.109875312
802,0.277210461,0.148941469,0.009215442,0.025404732,0.088667497,0.10988792
803,0.276616915,0.148756219,0.00920398,0.025373134,0.088557214,0.109701493
804,0.277267081,0.148322981,0.009192547,0.025341615,0.088447205,0.109714286
805,0.277915633,0.148138958,0.009181141,0.025310174,0.088337469,0.109776675
806,0.27732342,0.148946716,0.009169765,0.02527881,0.088228005,0.109789343
807,0.277970297,0.148762376,0.009158416,0.025247525,0.087871287,0.10980198
808,0.277379481,0.149567367,0.009147095,0.025216316,0.08776267,0.109814586
809,0.276790123,0.149382716,0.009135802,0.025185185,0.087407407,0.109580247
810,0.276202219,0.150184957,0.009124538,0.025154131,0.08729963,0.109593095
811,0.276847291,0.15,0.0091133,0.026108374,0.087192118,0.109852217
812,0.276260763,0.149569496,0.009102091,0.026076261,0.087084871,0.109618696
813,0.276904177,0.149385749,0.009090909,0.026044226,0.086977887,0.10968059
814,0.276319018,0.150184049,0.009079755,0.02601227,0.086871166,0.109693252
815,0.276960784,0.15,0.009068627,0.025980392,0.086764706,0.109754902
816,0.277600979,0.149571603,0.009057528,0.025948592,0.086658507,0.109767442
817,0.278239609,0.149388753,0.009046455,0.02591687,0.086552567,0.109828851
818,0.278876679,0.148962149,0.009035409,0.025885226,0.086446886,0.10984127
819,0.278292683,0.148780488,0.00902439,0.025853659,0.086097561,0.109609756
820,0.278928136,0.148355664,0.009013398,0.02679659,0.085749086,0.109768575
821,0.279562044,0.148175182,0.009002433,0.02676399,0.08540146,0.109781022
822,0.280194411,0.147752126,0.008991495,0.02673147,0.085297691,0.109793439
823,0.280825243,0.147572816,0.008980583,0.026699029,0.085194175,0.109854369
824,0.280242424,0.148363636,0.008969697,0.026666667,0.086060606,0.110060606
825,0.279661017,0.148184019,0.008958838,0.026634383,0.085956416,0.109878935
826,0.279081016,0.148972189,0.008948005,0.026602177,0.085852479,0.109891173
827,0.278502415,0.148792271,0.008937198,0.026570048,0.085748792,0.109710145
828,0.277925211,0.149577805,0.008926417,0.026537998,0.085645356,0.109722557
829,0.278554217,0.14939759,0.008915663,0.026506024,0.085542169,0.109783133
830,0.277978339,0.148977136,0.008904934,0.026474128,0.086401925,0.109747292
831,0.277403846,0.148798077,0.008894231,0.026442308,0.086298077,0.109567308
832,0.276830732,0.149579832,0.008883553,0.026410564,0.086194478,0.109579832
833,0.277458034,0.14940048,0.008872902,0.026378897,0.086091127,0.109640288
834,0.276886228,0.148982036,0.008862275,0.026347305,0.086946108,0.10960479
835,0.277511962,0.148803828,0.008851675,0.026315789,0.087799043,0.109856459
836,0.278136201,0.148387097,0.008841099,0.026284349,0.087694146,0.109868578
837,0.277565632,0.148210024,0.008830549,0.026252983,0.087589499,0.109689737
838,0.276996424,0.148986889,0.008820024,0.026221692,0.087485101,0.109702026
839,0.276428571,0.148809524,0.008809524,0.026190476,0.087380952,0.10952381
840,0.275862069,0.149583829,0.008799049,0.025921522,0.087277051,0.109488704
841,0.276484561,0.149406176,0.008788599,0.025890736,0.087173397,0.109548694
842,0.277105575,0.150177936,0.008778173,0.025860024,0.087069988,0.109798339
843,0.276540284,0.15,0.008767773,0.025829384,0.086966825,0.109620853
844,0.275976331,0.150769231,0.008757396,0.025798817,0.086863905,0.109633136
845,0.276595745,0.150591017,0.008747045,0.025768322,0.086761229,0.109692671
846,0.276033058,0.150177096,0.008736718,0.025737898,0.086422668,0.109421488
847,0.276650943,0.15,0.008726415,0.025707547,0.086320755,0.109481132
848,0.277267373,0.150765607,0.008716137,0.025677267,0.086219081,0.109729093
849,0.276705882,0.150588235,0.008705882,0.025647059,0.086117647,0.109552941
850,0.276145711,0.150176263,0.008695652,0.025616921,0.086016451,0.1093302
851,0.276760563,0.15,0.008685446,0.025586854,0.085915493,0.109389671
852,0.277373974,0.150762016,0.008675264,0.025556858,0.085814771,0.109636577
853,0.276814988,0.15058548,0.008665105,0.025526932,0.085714286,0.109461358
854,0.277426901,0.150175439,0.008654971,0.025497076,0.085614035,0.109473684
855,0.276869159,0.15,0.00864486,0.02546729,0.085514019,0.109299065
856,0.27747958,0.15075846,0.008634772,0.025437573,0.085414236,0.109544924
857,0.276923077,0.150582751,0.008624709,0.025407925,0.085314685,0.109370629
858,0.27636787,0.151338766,0.008614668,0.025378347,0.085215367,0.109383003
859,0.275813953,0.151162791,0.008604651,0.025348837,0.084883721,0.109162791
860,0.276422764,0.151916376,0.008594657,0.025319396,0.084785134,0.109407666
861,0.27587007,0.151740139,0.008584687,0.025290023,0.084686775,0.109234339
862,0.276477404,0.151332561,0.008574739,0.025260718,0.084588644,0.109246813
863,0.275925926,0.151157407,0.008564815,0.025231481,0.084490741,0.109074074
864,0.276531792,0.151907514,0.008554913,0.025202312,0.084393064,0.109317919
865,0.275981524,0.151732102,0.008545035,0.02517321,0.084295612,0.109145497
866,0.276585928,0.152479815,0.008535179,0.025144175,0.084198385,0.109388697
867,0.276036866,0.152304147,0.008525346,0.025115207,0.084101382,0.10921659
868,0.276639816,0.151898734,0.008515535,0.025086306,0.084004603,0.109228999
869,0.276091954,0.151724138,0.008505747,0.025057471,0.083908046,0.109057471
870,0.276693456,0.152468427,0.008495982,0.025028703,0.084730195,0.109483352
871,0.276146789,0.152293578,0.008486239,0.025,0.084633028,0.109311927
872,0.275601375,0.15303551,0.008476518,0.024971363,0.084536082,0.10932417
873,0.275057208,0.152860412,0.008466819,0.024942792,0.085354691,0.109336384
874,0.274514286,0.152457143,0.008457143,0.024914286,0.085257143,0.10912
875,0.275114155,0.152283105,0.008447489,0.024885845,0.085159817,0.109178082
876,0.275712657,0.153021665,0.008437856,0.024857469,0.085062714,0.109418472
877,0.276309795,0.15284738,0.008428246,0.024829157,0.085876993,0.109658314
878,0.276905575,0.152445961,0.008418658,0.02480091,0.085551763,0.109624573
879,0.276363636,0.152272727,0.008409091,0.024772727,0.085454545,0.109454545
880,0.276958002,0.151872872,0.008399546,0.024744608,0.085357548,0.109466515
881,0.27755102,0.15170068,0.008390023,0.024716553,0.085260771,0.10952381
882,0.277010193,0.152434881,0.008380521,0.024688562,0.085164213,0.109535674
883,0.276470588,0.152262443,0.008371041,0.024660633,0.085067873,0.109366516
884,0.275932203,0.151864407,0.008361582,0.024632768,0.084971751,0.109152542
885,0.275395034,0.151693002,0.008352144,0.024604966,0.084875847,0.108984199
886,0.275986471,0.152423901,0.008342728,0.024577227,0.084780158,0.109222097
887,0.27545045,0.152252252,0.008333333,0.02454955,0.084459459,0.109009009
888,0.276040495,0.151856018,0.00832396,0.024521935,0.085264342,0.10920135
889,0.275505618,0.151685393,0.008314607,0.024494382,0.08494382,0.108988764
890,0.274971942,0.152413019,0.008305275,0.024466891,0.084848485,0.109001122
891,0.275560538,0.152242152,0.008295964,0.024439462,0.084753363,0.109058296
892,0.275027996,0.152967525,0.008286674,0.024412094,0.084658455,0.109070549
893,0.274496644,0.152796421,0.008277405,0.024384787,0.084340045,0.10885906
894,0.27396648,0.153519553,0.008268156,0.024357542,0.08424581,0.108871508
895,0.2734375,0.153348214,0.008258929,0.024330357,0.084151786,0.108705357
896,0.274024526,0.152954292,0.008249721,0.025195095,0.084057971,0.108896321
897,0.274610245,0.152783964,0.008240535,0.025167038,0.083964365,0.108953229
898,0.274082314,0.152391546,0.008231368,0.025139043,0.083870968,0.108743048
899,0.273555556,0.152222222,0.008222222,0.025111111,0.083777778,0.108577778
900,0.273029967,0.151831299,0.008213097,0.025083241,0.083462819,0.108324084
901,0.273614191,0.151662971,0.008203991,0.025055432,0.083370288,0.108381375
902,0.273089701,0.152380952,0.008194906,0.025027685,0.083277962,0.108394241
903,0.272566372,0.152212389,0.008185841,0.025,0.083185841,0.108230088
904,0.273149171,0.152928177,0.008176796,0.024972376,0.083093923,0.108464088
905,0.272626932,0.152759382,0.00816777,0.024944812,0.083002208,0.108300221
906,0.273208379,0.153472988,0.008158765,0.02491731,0.082910695,0.108533627
907,0.273788546,0.153303965,0.00814978,0.024889868,0.082819383,0.108590308
908,0.274367437,0.154015402,0.008140814,0.025742574,0.082728273,0.1089989
909,0.274945055,0.153846154,0.008131868,0.025714286,0.082637363,0.109054945
910,0.27442371,0.154555434,0.008122942,0.025686059,0.082546652,0.109066959
911,0.273903509,0.154385965,0.008114035,0.025657895,0.082236842,0.108859649
912,0.274479737,0.1550931,0.008105148,0.025629792,0.083023001,0.109266156
913,0.275054705,0.154923414,0.00809628,0.025601751,0.082932166,0.109321663
914,0.274535519,0.155628415,0.008087432,0.02557377,0.08284153,0.109333333
915,0.274017467,0.155458515,0.008078603,0.025545852,0.082751092,0.109170306
916,0.273500545,0.156161396,0.008069793,0.025517993,0.082660851,0.109182116
917,0.274074074,0.155991285,0.008061002,0.025490196,0.082570806,0.109237473
918,0.273558215,0.155603917,0.008052231,0.025462459,0.082480958,0.109031556
919,0.273043478,0.155434783,0.008043478,0.025434783,0.082391304,0.108869565
920,0.272529859,0.15504886,0.008034745,0.025407166,0.082301846,0.108664495
921,0.273101952,0.154880694,0.00802603,0.02537961,0.082212581,0.108720174
922,0.273672806,0.155579632,0.008017335,0.025352113,0.08212351,0.108949079
923,0.274242424,0.155411255,0.008008658,0.025324675,0.082034632,0.109004329
924,0.274810811,0.155027027,0.008,0.025297297,0.081945946,0.109016216
925,0.274298056,0.154859611,0.007991361,0.025269978,0.081857451,0.108855292
926,0.274865156,0.155555556,0.00798274,0.025242718,0.081769148,0.109083064
927,0.274353448,0.155387931,0.007974138,0.025215517,0.081681034,0.108922414
928,0.273842842,0.156081808,0.007965554,0.025188375,0.081593111,0.108934338
929,0.273333333,0.155913978,0.007956989,0.02516129,0.081505376,0.108774194
930,0.272824919,0.1566058,0.007948443,0.025134264,0.08141783,0.108786251
931,0.273390558,0.156437768,0.007939914,0.025107296,0.081330472,0.108841202
932,0.272883173,0.156055734,0.007931404,0.025080386,0.081243301,0.1086388
933,0.273447537,0.155888651,0.007922912,0.025053533,0.081156317,0.10869379
934,0.272941176,0.155508021,0.007914439,0.025026738,0.081069519,0.108491979
935,0.272435897,0.15534188,0.007905983,0.025,0.080982906,0.108333333
936,0.271931697,0.154962647,0.007897545,0.024973319,0.080896478,0.108132337
937,0.271428571,0.154797441,0.007889126,0.024946695,0.080810235,0.107974414
938,0.270926518,0.155484558,0.007880724,0.024920128,0.080724175,0.10798722
939,0.271489362,0.155319149,0.00787234,0.024893617,0.080638298,0.108042553
940,0.27098831,0.156004251,0.007863974,0.024867163,0.080552604,0.10805526
941,0.270488323,0.155838641,0.007855626,0.024840764,0.080467091,0.107898089
942,0.269989396,0.156521739,0.007847296,0.024814422,0.08038176,0.107910923
943,0.269491525,0.156355932,0.007838983,0.024788136,0.08029661,0.107754237
944,0.268994709,0.157037037,0.007830688,0.024761905,0.08021164,0.107767196
945,0.268498943,0.156871036,0.00782241,0.024735729,0.08012685,0.107610994
946,0.26906019,0.157550158,0.00781415,0.024709609,0.080042239,0.107835269
947,0.269620253,0.157383966,0.007805907,0.024683544,0.079957806,0.107890295
948,0.269125395,0.157007376,0.007797682,0.024657534,0.079873551,0.107692308
949,0.269684211,0.156842105,0.007789474,0.024421053,0.079789474,0.107705263
950,0.270241851,0.156466877,0.007781283,0.024395373,0.079705573,0.107718191
951,0.269747899,0.156302521,0.007773109,0.024369748,0.079621849,0.107563025
952,0.269254984,0.156977964,0.007764953,0.024344176,0.0795383,0.107576076
953,0.269811321,0.156813417,0.007756813,0.024318658,0.079454927,0.107631027
954,0.270366492,0.156439791,0.007748691,0.024293194,0.079371728,0.107643979
955,0.269874477,0.156276151,0.007740586,0.024267782,0.079288703,0.10748954
956,0.26938349,0.156948798,0.007732497,0.024242424,0.079205852,0.107502612
957,0.26993737,0.156784969,0.007724426,0.024217119,0.079123173,0.107557411
958,0.269447341,0.15641293,0.007716371,0.024191867,0.079040667,0.107361835
959,0.268958333,0.15625,0.007708333,0.024166667,0.078958333,0.107208333
960,0.269510926,0.156919875,0.007700312,0.024141519,0.078876171,0.107429761
961,0.27006237,0.156756757,0.007692308,0.024116424,0.078794179,0.107484407
962,0.270612669,0.156386293,0.00768432,0.024091381,0.078712357,0.107497404
963,0.271161826,0.156224066,0.007676349,0.02406639,0.078630705,0.107551867
964,0.271709845,0.156891192,0.007668394,0.024041451,0.078549223,0.107772021
965,0.271221532,0.156728778,0.007660455,0.024016563,0.078467909,0.107619048
966,0.27073423,0.156359876,0.007652534,0.023991727,0.078386763,0.107425026
967,0.271280992,0.156198347,0.007644628,0.023966942,0.079132231,0.107644628
968,0.270794634,0.155830753,0.007636739,0.023942208,0.079876161,0.107616099
969,0.270309278,0.155670103,0.007628866,0.023917526,0.079587629,0.10742268
970,0.269824923,0.155303811,0.007621009,0.023892894,0.079505664,0.10722966
971,0.27037037,0.155144033,0.007613169,0.023868313,0.079423868,0.107283951
972,0.269886948,0.155806783,0.007605344,0.023843782,0.07934224,0.10729702
973,0.270431211,0.155646817,0.007597536,0.023819302,0.07926078,0.107351129
974,0.269948718,0.156307692,0.007589744,0.023794872,0.08,0.107528205
975,0.269467213,0.156147541,0.007581967,0.023770492,0.079918033,0.107377049
976,0.270010235,0.156806551,0.007574207,0.023746162,0.079836233,0.107594678
977,0.269529652,0.156646217,0.007566462,0.023721881,0.079754601,0.107443763
978,0.270071502,0.15628192,0.007558733,0.023697651,0.079673136,0.107456588
979,0.269591837,0.156122449,0.00755102,0.023673469,0.079591837,0.107306122
980,0.270132518,0.156778797,0.007543323,0.023649337,0.079510703,0.107522936
981,0.269653768,0.156619145,0.007535642,0.023625255,0.079429735,0.107372709
982,0.270193286,0.156256358,0.007527976,0.023601221,0.079348932,0.107385554
983,0.270731707,0.156097561,0.007520325,0.023577236,0.079268293,0.107439024
984,0.270253807,0.156751269,0.00751269,0.023553299,0.079187817,0.107451777
985,0.270791075,0.156592292,0.007505071,0.023529412,0.078904665,0.107464503
986,0.271327254,0.156231003,0.007497467,0.023505572,0.078824721,0.107477204
987,0.271862348,0.156072874,0.007489879,0.023481781,0.078744939,0.107530364
988,0.271385238,0.155712841,0.007482305,0.023255814,0.078665319,0.107300303
989,0.271919192,0.155555556,0.007474747,0.023232323,0.079393939,0.107515152
990,0.271442987,0.155196771,0.007467205,0.02320888,0.079313824,0.107325933
991,0.270967742,0.155040323,0.007459677,0.023185484,0.079233871,0.107177419
992,0.270493454,0.155689829,0.007452165,0.023162135,0.079154079,0.107190332
993,0.271026157,0.155533199,0.007444668,0.023138833,0.079074447,0.107243461
994,0.271557789,0.155175879,0.007437186,0.023115578,0.078994975,0.107256281
995,0.272088353,0.15502008,0.007429719,0.023092369,0.078915663,0.107309237
996,0.272617854,0.155667001,0.007422267,0.023069208,0.07883651,0.107522568
997,0.272144289,0.155511022,0.00741483,0.023046092,0.078757515,0.107374749
998,0.271671672,0.156156156,0.007407407,0.023023023,0.078678679,0.107387387
999,0.2712,0.156,0.0074,0.023,0.0786,0.10724
Grand Total,0.255909537,0.155397513,0.030244996,0.029859478,0.111680405,0.116618386
