Average of regret,Column Labels,,,,,
Row Labels,Deterministic,DeterministicAlternating,EpsilonFirst,EpsilonGreedy,Exp3,Grand Total
366,0.252861035,0.166757493,0.020163488,0.02506812,0.111171662,0.11520436
367,0.251630435,0.166304348,0.020108696,0.025,0.110869565,0.114782609
368,0.253116531,0.16802168,0.020054201,0.027100271,0.110569106,0.115772358
369,0.251891892,0.167567568,0.02,0.027027027,0.112432432,0.115783784
370,0.250673854,0.169272237,0.019946092,0.026954178,0.114285714,0.116226415
371,0.249462366,0.168817204,0.019892473,0.02688172,0.113978495,0.115806452
372,0.248257373,0.167828418,0.019839142,0.026809651,0.113672922,0.115281501
373,0.247058824,0.167379679,0.019786096,0.026737968,0.113368984,0.11486631
374,0.248533333,0.169066667,0.019733333,0.026666667,0.1152,0.11584
375,0.25,0.168617021,0.019680851,0.026595745,0.114893617,0.115957447
376,0.251458886,0.167639257,0.019628647,0.026525199,0.114058355,0.115862069
377,0.25026455,0.167195767,0.01957672,0.026455026,0.113756614,0.115449735
378,0.25171504,0.168865435,0.019525066,0.026385224,0.113456464,0.115989446
379,0.250526316,0.168421053,0.019473684,0.026315789,0.115263158,0.116
380,0.249343832,0.17007874,0.019422572,0.026246719,0.117060367,0.116430446
381,0.248167539,0.169633508,0.019371728,0.02617801,0.116753927,0.116020942
382,0.246997389,0.171279373,0.019321149,0.026109661,0.118537859,0.116449086
383,0.2484375,0.170833333,0.019270833,0.026041667,0.117708333,0.116458333
384,0.247272727,0.16987013,0.019220779,0.025974026,0.117402597,0.115948052
385,0.24611399,0.169430052,0.019170984,0.025906736,0.117098446,0.115544041
386,0.24754522,0.168475452,0.019121447,0.025839793,0.116795866,0.115555556
387,0.248969072,0.168041237,0.019072165,0.025773196,0.116494845,0.115670103
388,0.250385604,0.167095116,0.019023136,0.025706941,0.116195373,0.115681234
389,0.251794872,0.166666667,0.018974359,0.025641026,0.115384615,0.115692308
390,0.250639386,0.168286445,0.018925831,0.025575448,0.115089514,0.115703325
391,0.252040816,0.167857143,0.018877551,0.025510204,0.116836735,0.11622449
392,0.250890585,0.16692112,0.018829517,0.025445293,0.11653944,0.115725191
393,0.249746193,0.166497462,0.018781726,0.025380711,0.115736041,0.115228426
394,0.251139241,0.16556962,0.018734177,0.025316456,0.115443038,0.115240506
395,0.25,0.165151515,0.018686869,0.025252525,0.115151515,0.114848485
396,0.25138539,0.164231738,0.018639798,0.025188917,0.116876574,0.115264484
397,0.250251256,0.163819095,0.018592965,0.025125628,0.116582915,0.114874372
398,0.251629073,0.162907268,0.018546366,0.025062657,0.118295739,0.115288221
399,0.2505,0.1625,0.0185,0.025,0.118,0.1149
400,0.249376559,0.164089776,0.018453865,0.024937656,0.117705736,0.114912718
401,0.250746269,0.163681592,0.01840796,0.024875622,0.119402985,0.115422886
402,0.252109181,0.162779156,0.018362283,0.024317618,0.1191067,0.115334988
403,0.250990099,0.162376238,0.018316832,0.024257426,0.118811881,0.114950495
404,0.249876543,0.161481481,0.018271605,0.024197531,0.118518519,0.114469136
405,0.248768473,0.161083744,0.018226601,0.024137931,0.118226601,0.11408867
406,0.25012285,0.16019656,0.018181818,0.024078624,0.117936118,0.114103194
407,0.249019608,0.159803922,0.018137255,0.024019608,0.119607843,0.114117647
408,0.24792176,0.158924205,0.01809291,0.02396088,0.119315403,0.113643032
409,0.249268293,0.158536585,0.01804878,0.023902439,0.12097561,0.114146341
410,0.248175182,0.157664234,0.018004866,0.025790754,0.120194647,0.113965937
411,0.249514563,0.157281553,0.017961165,0.025728155,0.119902913,0.11407767
412,0.24842615,0.158837772,0.017917676,0.02566586,0.119612591,0.11409201
413,0.249758454,0.158454106,0.017874396,0.025603865,0.119323671,0.114202899
414,0.251084337,0.16,0.017831325,0.025542169,0.119036145,0.114698795
415,0.252403846,0.159615385,0.017788462,0.025480769,0.11875,0.114807692
416,0.251318945,0.158752998,0.017745803,0.025419664,0.118465228,0.114340528
417,0.252631579,0.158373206,0.017703349,0.025358852,0.118181818,0.114449761
418,0.253937947,0.159904535,0.017661098,0.025298329,0.119809069,0.115322196
419,0.255238095,0.15952381,0.017619048,0.025238095,0.11952381,0.115428571
420,0.256532067,0.161045131,0.017577197,0.025178147,0.121140143,0.116294537
421,0.255450237,0.160663507,0.017535545,0.025118483,0.120853081,0.115924171
422,0.254373522,0.159810875,0.01749409,0.025059102,0.122458629,0.115839243
423,0.255660377,0.159433962,0.01745283,0.025,0.122169811,0.115943396
424,0.254588235,0.158588235,0.017411765,0.024941176,0.121882353,0.115482353
425,0.255868545,0.158215962,0.017370892,0.024882629,0.121596244,0.115586854
426,0.257142857,0.15971897,0.017330211,0.024824356,0.120843091,0.115971897
427,0.258411215,0.159345794,0.01728972,0.024766355,0.120093458,0.115981308
428,0.257342657,0.160839161,0.017249417,0.024708625,0.11981352,0.115990676
429,0.258604651,0.160465116,0.017209302,0.024651163,0.119534884,0.116093023
430,0.257540603,0.161948956,0.017169374,0.024593968,0.119257541,0.116102088
431,0.258796296,0.161574074,0.01712963,0.024537037,0.118981481,0.116203704
432,0.260046189,0.163048499,0.017090069,0.02448037,0.118706697,0.116674365
433,0.261290323,0.162672811,0.017050691,0.024423963,0.120276498,0.117142857
434,0.260229885,0.164137931,0.017011494,0.026206897,0.12,0.117517241
435,0.26146789,0.163761468,0.016972477,0.026146789,0.119724771,0.117614679
436,0.260411899,0.162929062,0.016933638,0.026086957,0.119450801,0.117162471
437,0.259360731,0.162557078,0.016894977,0.025570776,0.119178082,0.116712329
438,0.258314351,0.164009112,0.016856492,0.025512528,0.118906606,0.116719818
439,0.259545455,0.163636364,0.016818182,0.025454545,0.120454545,0.117181818
440,0.258503401,0.162811791,0.016780045,0.025396825,0.119727891,0.116643991
441,0.259728507,0.162443439,0.016742081,0.025339367,0.119457014,0.116742081
442,0.258690745,0.161625282,0.016704289,0.025282167,0.120993228,0.116659142
443,0.25990991,0.161261261,0.016666667,0.025225225,0.120720721,0.116756757
444,0.261123596,0.160449438,0.016629213,0.025168539,0.120449438,0.116764045
445,0.262331839,0.160089686,0.016591928,0.025112108,0.120179372,0.116860987
446,0.263534676,0.161521253,0.01655481,0.025055928,0.119463087,0.117225951
447,0.264732143,0.161160714,0.016517857,0.025,0.119196429,0.117321429
448,0.265924276,0.162583519,0.016481069,0.024944321,0.120712695,0.118129176
449,0.264888889,0.162222222,0.016444444,0.024888889,0.120444444,0.117777778
450,0.266075388,0.163636364,0.016407982,0.026607539,0.120177384,0.118580931
451,0.265044248,0.163274336,0.016371681,0.026548673,0.119911504,0.118230088
452,0.266225166,0.162472406,0.016335541,0.026490066,0.119646799,0.118233996
453,0.265198238,0.162114537,0.016299559,0.026431718,0.11938326,0.117885463
454,0.264175824,0.163516484,0.016263736,0.026373626,0.119120879,0.11789011
455,0.265350877,0.163157895,0.01622807,0.026315789,0.118859649,0.117982456
456,0.266520788,0.162363239,0.01619256,0.026258206,0.118599562,0.117986871
457,0.265502183,0.162008734,0.016157205,0.027947598,0.118340611,0.117991266
458,0.266666667,0.161220044,0.016122004,0.02788671,0.118082789,0.117995643
459,0.265652174,0.160869565,0.016086957,0.027826087,0.117826087,0.117652174
460,0.264642082,0.160086768,0.016052061,0.027765727,0.117136659,0.117136659
461,0.263636364,0.15974026,0.016017316,0.027705628,0.116883117,0.116796537
462,0.262634989,0.16112311,0.015982721,0.027645788,0.11663067,0.116803456
463,0.261637931,0.160775862,0.015948276,0.027586207,0.11637931,0.116465517
464,0.262795699,0.162150538,0.015913978,0.027526882,0.115698925,0.116817204
465,0.261802575,0.161802575,0.015879828,0.027467811,0.115450644,0.116480687
466,0.260813704,0.161027837,0.015845824,0.027408994,0.115203426,0.116059957
467,0.261965812,0.160683761,0.015811966,0.027350427,0.114957265,0.116153846
468,0.26098081,0.162046908,0.015778252,0.027292111,0.11641791,0.116503198
469,0.26,0.161702128,0.015744681,0.027234043,0.116170213,0.116170213
470,0.261146497,0.160934183,0.015711253,0.027176221,0.115923567,0.116178344
471,0.260169492,0.16059322,0.015677966,0.027118644,0.115677966,0.115847458
472,0.259196617,0.159830867,0.01564482,0.027061311,0.115433404,0.115433404
473,0.260337553,0.159493671,0.015611814,0.027004219,0.115189873,0.115527426
474,0.261473684,0.160842105,0.015578947,0.026947368,0.114947368,0.115957895
475,0.260504202,0.160504202,0.015546218,0.026890756,0.114705882,0.115630252
476,0.259538784,0.159748428,0.015513627,0.026834382,0.114465409,0.115220126
477,0.258577406,0.159414226,0.015481172,0.026778243,0.114225941,0.114895397
478,0.259707724,0.160751566,0.015448852,0.026722338,0.113987474,0.115323591
479,0.25875,0.160416667,0.015416667,0.026666667,0.115416667,0.115333333
480,0.25987526,0.161746362,0.015384615,0.026611227,0.115176715,0.115758836
481,0.260995851,0.161410788,0.015352697,0.026556017,0.114937759,0.115850622
482,0.262111801,0.162732919,0.015320911,0.026501035,0.114699793,0.116273292
483,0.261157025,0.162396694,0.015289256,0.026446281,0.116115702,0.116280992
484,0.260206186,0.16371134,0.015257732,0.026391753,0.115463918,0.116206186
485,0.259259259,0.163374486,0.015226337,0.026337449,0.116872428,0.116213992
486,0.258316222,0.162628337,0.015195072,0.026283368,0.116632444,0.115811088
487,0.25942623,0.162295082,0.015163934,0.026229508,0.116393443,0.115901639
488,0.258486708,0.161554192,0.015132924,0.026175869,0.116155419,0.115501022
489,0.25755102,0.16122449,0.015102041,0.026122449,0.11755102,0.115510204
490,0.258655804,0.160488798,0.015071283,0.026069246,0.117311609,0.115519348
491,0.259756098,0.160162602,0.01504065,0.02601626,0.117073171,0.115609756
492,0.258823529,0.161460446,0.015010142,0.025963489,0.11643002,0.115537525
493,0.259919028,0.161133603,0.014979757,0.025910931,0.116194332,0.11562753
494,0.261010101,0.16040404,0.014949495,0.025858586,0.115959596,0.115636364
495,0.262096774,0.160080645,0.014919355,0.025806452,0.115322581,0.115645161
496,0.263179074,0.159356137,0.014889336,0.025754527,0.115090543,0.115653924
497,0.264257028,0.159036145,0.014859438,0.025702811,0.114859438,0.115742972
498,0.263326653,0.158316633,0.014829659,0.025651303,0.116232465,0.115671343
499,0.2644,0.158,0.0148,0.0256,0.116,0.11576
500,0.265469062,0.159281437,0.014770459,0.025548902,0.115768463,0.116167665
501,0.264541833,0.158964143,0.014741036,0.025498008,0.115537849,0.115856574
502,0.265606362,0.158250497,0.01471173,0.025447316,0.115308151,0.115864811
503,0.26468254,0.157936508,0.01468254,0.025396825,0.115079365,0.115555556
504,0.265742574,0.159207921,0.014653465,0.025346535,0.114455446,0.115881188
505,0.264822134,0.158893281,0.014624506,0.025296443,0.115810277,0.115889328
506,0.263905325,0.158185404,0.014595661,0.025246548,0.117159763,0.11581854
507,0.262992126,0.157874016,0.014566929,0.02519685,0.116535433,0.115433071
508,0.262082515,0.15913556,0.01453831,0.025147348,0.116306483,0.115442043
509,0.261176471,0.158823529,0.014509804,0.025098039,0.116078431,0.115137255
510,0.260273973,0.158121331,0.014481409,0.025048924,0.115851272,0.114755382
511,0.261328125,0.1578125,0.014453125,0.0265625,0.115625,0.11515625
512,0.262378168,0.15711501,0.014424951,0.026510721,0.115009747,0.115087719
513,0.263424125,0.156809339,0.014396887,0.026459144,0.114785992,0.115175097
514,0.264466019,0.158058252,0.014368932,0.026407767,0.116116505,0.115883495
515,0.263565891,0.157751938,0.014341085,0.026356589,0.115891473,0.115581395
516,0.262669246,0.157059961,0.014313346,0.026305609,0.115667311,0.115203095
517,0.263706564,0.156756757,0.014285714,0.027799228,0.115444015,0.115598456
518,0.264739884,0.156069364,0.014258189,0.027745665,0.116763006,0.115915222
519,0.265769231,0.155769231,0.014230769,0.027692308,0.118076923,0.116307692
520,0.26487524,0.155086372,0.014203455,0.027639155,0.119385797,0.116238004
521,0.263984674,0.154789272,0.014176245,0.027586207,0.120689655,0.116245211
522,0.26500956,0.154110899,0.01414914,0.027533461,0.120458891,0.11625239
523,0.264122137,0.153816794,0.014122137,0.027480916,0.120229008,0.115954198
524,0.265142857,0.153142857,0.014095238,0.027428571,0.12,0.115961905
525,0.266159696,0.152851711,0.014068441,0.027376426,0.119771863,0.116045627
526,0.265275142,0.154079696,0.014041746,0.027324478,0.119544592,0.116053131
527,0.266287879,0.153787879,0.014015152,0.027272727,0.119318182,0.116136364
528,0.265406427,0.155009452,0.013988658,0.027221172,0.119092628,0.116143667
529,0.266415094,0.154716981,0.013962264,0.027169811,0.118867925,0.116226415
530,0.267419962,0.154048964,0.01393597,0.027118644,0.118644068,0.116233522
531,0.266541353,0.153759398,0.013909774,0.027067669,0.118421053,0.11593985
532,0.265666041,0.154971857,0.013883677,0.027016886,0.118198874,0.115947467
533,0.264794007,0.154681648,0.013857678,0.026966292,0.119475655,0.115955056
534,0.265794393,0.15588785,0.013831776,0.026915888,0.119252336,0.116336449
535,0.266791045,0.155597015,0.01380597,0.026865672,0.119029851,0.11641791
536,0.265921788,0.15679702,0.013780261,0.026815642,0.118435754,0.116350093
537,0.265055762,0.156505576,0.013754647,0.026765799,0.118215613,0.11605948
538,0.26419295,0.155844156,0.013729128,0.026716141,0.117996289,0.115695733
539,0.265185185,0.155555556,0.013703704,0.026666667,0.117777778,0.115777778
540,0.266173752,0.154898336,0.013678373,0.026617375,0.117560074,0.115785582
541,0.267158672,0.154612546,0.013653137,0.026568266,0.117343173,0.115867159
542,0.268139963,0.153959484,0.013627993,0.026519337,0.117127072,0.11587477
543,0.269117647,0.153676471,0.013602941,0.026470588,0.116911765,0.115955882
544,0.268256881,0.154862385,0.013577982,0.026422018,0.116697248,0.115963303
545,0.267399267,0.154578755,0.013553114,0.026373626,0.116483516,0.115677656
546,0.26654479,0.15393053,0.013528336,0.025959781,0.116270567,0.115246801
547,0.267518248,0.153649635,0.01350365,0.025912409,0.117518248,0.115620438
548,0.266666667,0.153005464,0.013479053,0.025865209,0.117304189,0.115264117
549,0.267636364,0.152727273,0.013454545,0.025818182,0.117090909,0.115345455
550,0.266787659,0.152087114,0.013430127,0.025771325,0.116878403,0.114990926
551,0.265942029,0.151811594,0.013405797,0.025724638,0.116666667,0.114710145
552,0.265099458,0.151175407,0.013381555,0.025678119,0.116455696,0.114358047
553,0.266064982,0.150902527,0.013357401,0.025631769,0.117689531,0.114729242
554,0.265225225,0.15027027,0.013333333,0.025585586,0.117477477,0.114378378
555,0.264388489,0.15,0.013309353,0.025539568,0.117266187,0.114100719
556,0.26535009,0.151166966,0.013285458,0.025493716,0.117055655,0.114470377
557,0.266308244,0.150896057,0.013261649,0.025448029,0.116845878,0.114551971
558,0.26726297,0.152057245,0.013237925,0.025402504,0.116636852,0.114919499
559,0.268214286,0.151785714,0.013214286,0.025357143,0.117857143,0.115285714
560,0.267379679,0.151158645,0.013190731,0.025311943,0.117647059,0.114937611
561,0.266548043,0.15088968,0.01316726,0.025266904,0.117437722,0.114661922
562,0.26749556,0.152042629,0.013143872,0.025222025,0.11722913,0.115026643
563,0.266666667,0.15177305,0.013120567,0.025177305,0.117021277,0.114751773
564,0.265840708,0.151150442,0.013097345,0.025132743,0.116814159,0.11440708
565,0.265017668,0.150883392,0.013074205,0.025088339,0.116607774,0.114134276
566,0.264197531,0.152028219,0.013051146,0.025044092,0.117813051,0.114426808
567,0.265140845,0.151760563,0.013028169,0.025,0.117253521,0.11443662
568,0.264323374,0.151142355,0.013005272,0.024956063,0.117047452,0.114094903
569,0.263508772,0.150877193,0.012982456,0.024912281,0.116842105,0.113824561
570,0.264448336,0.152014011,0.01295972,0.024868651,0.116287215,0.114115587
571,0.265384615,0.151748252,0.012937063,0.024825175,0.116083916,0.114195804
572,0.264572426,0.15113438,0.012914485,0.02617801,0.115881326,0.114136126
573,0.265505226,0.15087108,0.012891986,0.026132404,0.115679443,0.114216028
574,0.266434783,0.152,0.012869565,0.026086957,0.115478261,0.114573913
575,0.265625,0.151736111,0.012847222,0.026041667,0.114930556,0.114236111
576,0.264818024,0.152859619,0.012824957,0.025996534,0.116117851,0.114523397
577,0.265743945,0.152595156,0.012802768,0.025951557,0.115916955,0.114602076
578,0.264939551,0.153713299,0.012780656,0.025906736,0.11537133,0.114542314
579,0.264137931,0.153448276,0.012758621,0.025862069,0.115172414,0.114275862
580,0.263339071,0.154561102,0.012736661,0.025817556,0.114974182,0.114285714
581,0.262542955,0.154295533,0.012714777,0.025773196,0.114776632,0.114020619
582,0.261749571,0.153687822,0.012692967,0.025728988,0.11457976,0.113687822
583,0.260958904,0.153424658,0.012671233,0.025342466,0.115753425,0.113630137
584,0.261880342,0.154529915,0.012649573,0.025299145,0.115555556,0.113982906
585,0.262798635,0.154266212,0.012627986,0.025255973,0.115358362,0.114061433
586,0.262010221,0.155366269,0.012606474,0.025212947,0.11516184,0.11407155
587,0.26122449,0.155102041,0.012585034,0.025170068,0.114965986,0.113809524
588,0.260441426,0.156196944,0.012563667,0.025127334,0.114770798,0.113820034
589,0.259661017,0.155932203,0.012542373,0.026440678,0.114237288,0.113762712
590,0.258883249,0.157021997,0.012521151,0.026395939,0.114043993,0.113773266
591,0.259797297,0.156756757,0.0125,0.026351351,0.115202703,0.114121622
592,0.259021922,0.157841484,0.012478921,0.026306914,0.115008432,0.114131535
593,0.25993266,0.157575758,0.012457912,0.026262626,0.114814815,0.114208754
594,0.260840336,0.15697479,0.012436975,0.026218487,0.114621849,0.114218487
595,0.261744966,0.156711409,0.012416107,0.026174497,0.11442953,0.114295302
596,0.260971524,0.157788945,0.01239531,0.026130653,0.113902848,0.114237856
597,0.260200669,0.157525084,0.012374582,0.026086957,0.113377926,0.113913043
598,0.259432387,0.158597663,0.012353923,0.026043406,0.113188648,0.113923205
599,0.260333333,0.158333333,0.012333333,0.026,0.114333333,0.114266667
600,0.259567388,0.157737105,0.012312812,0.027287854,0.114143095,0.114209651
601,0.260465116,0.157475083,0.012292359,0.027242525,0.113953488,0.114285714
602,0.261359867,0.156882255,0.012271973,0.027197347,0.113764511,0.114295191
603,0.262251656,0.156622517,0.012251656,0.027152318,0.114900662,0.114635762
604,0.261487603,0.15768595,0.012231405,0.027107438,0.114710744,0.114644628
605,0.262376238,0.157425743,0.012211221,0.027062706,0.114521452,0.114719472
606,0.261614498,0.156836903,0.012191104,0.027018122,0.114332784,0.114398682
607,0.260855263,0.156578947,0.012171053,0.026973684,0.113815789,0.114078947
608,0.260098522,0.155993432,0.012151067,0.026929392,0.1136289,0.113760263
609,0.259344262,0.155737705,0.012131148,0.026885246,0.113442623,0.113508197
610,0.260229133,0.156792144,0.012111293,0.026841244,0.113256956,0.113846154
611,0.259477124,0.156535948,0.012091503,0.026797386,0.112745098,0.113529412
612,0.258727569,0.157585644,0.012071778,0.02675367,0.112561175,0.113539967
613,0.259609121,0.15732899,0.012052117,0.026710098,0.11237785,0.113615635
614,0.260487805,0.158373984,0.01203252,0.026666667,0.112195122,0.11395122
615,0.261363636,0.158116883,0.012012987,0.026623377,0.112012987,0.114025974
616,0.262236629,0.159157212,0.011993517,0.026580227,0.111831442,0.114359806
617,0.261488673,0.158899676,0.01197411,0.026537217,0.111650485,0.114110032
618,0.262358643,0.158319871,0.011954766,0.026494346,0.111470113,0.114119548
619,0.263225806,0.158064516,0.011935484,0.026451613,0.111290323,0.114193548
620,0.262479871,0.157487923,0.011916264,0.026409018,0.111111111,0.113880837
621,0.261736334,0.157234727,0.011897106,0.026366559,0.110932476,0.113633441
622,0.260995185,0.156661316,0.01187801,0.026324238,0.110433387,0.113258427
623,0.261858974,0.156410256,0.011858974,0.026282051,0.111538462,0.113589744
624,0.26272,0.15744,0.01184,0.02624,0.11136,0.11392
625,0.263578275,0.157188498,0.011821086,0.026198083,0.11086262,0.113929712
626,0.262838915,0.158213716,0.011802233,0.0261563,0.110366826,0.113875598
627,0.263694268,0.157961783,0.011783439,0.027388535,0.109872611,0.114140127
628,0.262957075,0.158982512,0.011764706,0.027344992,0.109697933,0.114149444
629,0.263809524,0.158730159,0.011746032,0.027301587,0.10952381,0.114222222
630,0.264659271,0.159746434,0.011727417,0.02725832,0.109350238,0.114548336
631,0.265506329,0.159493671,0.011708861,0.02721519,0.109177215,0.114620253
632,0.266350711,0.15892575,0.011690363,0.027172196,0.109004739,0.114628752
633,0.265615142,0.158675079,0.011671924,0.027129338,0.108832808,0.114384858
634,0.266456693,0.158110236,0.011653543,0.027086614,0.108661417,0.114393701
635,0.267295597,0.157861635,0.01163522,0.027044025,0.108490566,0.114465409
636,0.268131868,0.157299843,0.011616954,0.026687598,0.108320251,0.114411303
637,0.267398119,0.157053292,0.011598746,0.026645768,0.109404389,0.114420063
638,0.266666667,0.158059468,0.011580595,0.026604069,0.108920188,0.114366197
639,0.2659375,0.1578125,0.0115625,0.0265625,0.10875,0.114125
640,0.266770671,0.15725429,0.011544462,0.026521061,0.108580343,0.114134165
641,0.267601246,0.157009346,0.01152648,0.026479751,0.108411215,0.114205607
642,0.268429238,0.156454121,0.011508554,0.026438569,0.108242613,0.114214619
643,0.267701863,0.15621118,0.011490683,0.026397516,0.108074534,0.113975155
644,0.266976744,0.157209302,0.011472868,0.026356589,0.107906977,0.113984496
645,0.26625387,0.156965944,0.011455108,0.026315789,0.107739938,0.11374613
646,0.26553323,0.157959815,0.011437403,0.026275116,0.107573416,0.113755796
647,0.266358025,0.157716049,0.011419753,0.026234568,0.107407407,0.11382716
648,0.265639445,0.157164869,0.011402157,0.026194145,0.107241911,0.113528505
649,0.264923077,0.156923077,0.011384615,0.026153846,0.107076923,0.113292308
650,0.265745008,0.156374808,0.011367127,0.026113671,0.106912442,0.113302611
651,0.266564417,0.156134969,0.011349693,0.02607362,0.106748466,0.113374233
652,0.267381317,0.15712098,0.011332312,0.026033691,0.106584992,0.113690658
653,0.268195719,0.156880734,0.011314985,0.025993884,0.106422018,0.113761468
654,0.267480916,0.156335878,0.01129771,0.025954198,0.106259542,0.113465649
655,0.268292683,0.156097561,0.011280488,0.025914634,0.106097561,0.113536585
656,0.267579909,0.157077626,0.011263318,0.02587519,0.105936073,0.113546423
657,0.268389058,0.156838906,0.011246201,0.025835866,0.106990881,0.113860182
658,0.269195751,0.157814871,0.011229135,0.025796662,0.106828528,0.114172989
659,0.27,0.157575758,0.011212121,0.025757576,0.106666667,0.114242424
660,0.269288956,0.157034796,0.011195159,0.025718608,0.106202723,0.113888048
661,0.270090634,0.156797583,0.011178248,0.025679758,0.106042296,0.113957704
662,0.270889894,0.156259427,0.011161388,0.025641026,0.105882353,0.113966817
663,0.271686747,0.156024096,0.011144578,0.02560241,0.105722892,0.114036145
664,0.270977444,0.155488722,0.01112782,0.02556391,0.10556391,0.113744361
665,0.271771772,0.155255255,0.011111111,0.025525526,0.105405405,0.113813814
666,0.272563718,0.156221889,0.011094453,0.025487256,0.105247376,0.114122939
667,0.273353293,0.155988024,0.011077844,0.025449102,0.10508982,0.114191617
668,0.274140508,0.155455904,0.011061286,0.025411061,0.104932735,0.114200299
669,0.274925373,0.155223881,0.011044776,0.025373134,0.104776119,0.114268657
670,0.274217586,0.154694486,0.011028316,0.02533532,0.10461997,0.113979136
671,0.273511905,0.154464286,0.011011905,0.025297619,0.104464286,0.11375
672,0.274294205,0.153937593,0.010995542,0.02526003,0.104309064,0.113759287
673,0.275074184,0.153709199,0.010979228,0.025222552,0.104154303,0.113827893
674,0.275851852,0.154666667,0.010962963,0.025185185,0.104,0.114133333
675,0.275147929,0.15443787,0.010946746,0.025147929,0.103846154,0.113905325
676,0.274446086,0.153914328,0.010930576,0.025110783,0.103692762,0.113618907
677,0.275221239,0.153687316,0.010914454,0.025073746,0.103539823,0.113687316
678,0.274521355,0.153166421,0.01089838,0.025036819,0.103387334,0.113402062
679,0.275294118,0.152941176,0.010882353,0.025,0.103235294,0.113470588
680,0.276064611,0.153891336,0.010866373,0.024963289,0.102790015,0.113715125
681,0.276832845,0.153665689,0.01085044,0.026099707,0.102639296,0.114017595
682,0.2761347,0.153147877,0.010834553,0.026061493,0.102489019,0.113733529
683,0.276900585,0.152923977,0.010818713,0.026023392,0.102339181,0.11380117
684,0.27620438,0.152408759,0.01080292,0.025985401,0.10189781,0.113459854
685,0.27696793,0.152186589,0.010787172,0.025947522,0.101749271,0.113527697
686,0.276273654,0.153129549,0.01077147,0.025618632,0.101310044,0.11342067
687,0.277034884,0.152906977,0.010755814,0.025581395,0.100872093,0.113430233
688,0.277793904,0.152394775,0.010740203,0.025544267,0.100725689,0.113439768
689,0.278550725,0.152173913,0.010724638,0.025507246,0.10057971,0.113507246
690,0.279305355,0.153111433,0.010709117,0.025470333,0.100434153,0.113806078
691,0.278612717,0.152890173,0.010693642,0.025433526,0.100289017,0.113583815
692,0.279365079,0.153823954,0.010678211,0.025396825,0.1001443,0.113881674
693,0.280115274,0.153602305,0.010662824,0.025360231,0.1,0.113948127
694,0.280863309,0.153093525,0.010647482,0.025323741,0.099856115,0.113956835
695,0.280172414,0.152873563,0.010632184,0.025287356,0.099425287,0.113678161
696,0.280918221,0.152367288,0.01061693,0.025251076,0.09928264,0.113687231
697,0.281661891,0.152148997,0.010601719,0.0252149,0.098853868,0.113696275
698,0.282403433,0.151645207,0.010586552,0.026323319,0.098712446,0.113934192
699,0.281714286,0.151428571,0.010571429,0.026285714,0.098571429,0.113714286
700,0.281027104,0.15235378,0.010556348,0.026248217,0.09957204,0.113951498
701,0.28034188,0.152136752,0.010541311,0.026210826,0.099430199,0.113732194
702,0.281081081,0.151635846,0.010526316,0.026173542,0.099004267,0.113684211
703,0.280397727,0.151420455,0.010511364,0.026136364,0.098863636,0.113465909
704,0.279716312,0.152340426,0.010496454,0.026099291,0.098723404,0.113475177
705,0.279036827,0.152124646,0.010481586,0.026062323,0.098583569,0.11325779
706,0.278359264,0.151626591,0.010466761,0.027157001,0.098161245,0.113154173
707,0.277683616,0.151412429,0.010451977,0.027118644,0.098022599,0.112937853
708,0.277009873,0.150916784,0.010437236,0.027080395,0.097884344,0.112665726
709,0.276338028,0.150704225,0.010422535,0.027042254,0.097746479,0.112450704
710,0.277074543,0.15161744,0.010407876,0.027004219,0.097609001,0.112742616
711,0.277808989,0.151404494,0.010393258,0.026966292,0.09747191,0.112808989
712,0.278541374,0.152314165,0.010378682,0.026928471,0.097335203,0.113099579
713,0.279271709,0.15210084,0.010364146,0.026890756,0.09719888,0.113165266
714,0.28,0.151608392,0.01034965,0.026853147,0.097062937,0.113174825
715,0.280726257,0.151396648,0.010335196,0.026815642,0.096927374,0.113240223
716,0.281450488,0.152301255,0.010320781,0.026778243,0.09651325,0.113472803
717,0.280779944,0.152089136,0.010306407,0.026740947,0.09637883,0.113259053
718,0.281502086,0.152990264,0.010292072,0.026703755,0.096244784,0.113546592
719,0.280833333,0.152777778,0.010277778,0.026666667,0.096111111,0.113333333
720,0.281553398,0.153675451,0.010263523,0.026629681,0.095977809,0.113619972
721,0.280886427,0.153462604,0.010249307,0.026592798,0.095567867,0.113351801
722,0.281604426,0.152973721,0.010235131,0.026556017,0.095435685,0.113360996
723,0.280939227,0.152762431,0.010220994,0.026519337,0.095027624,0.113093923
724,0.280275862,0.153655172,0.010206897,0.026482759,0.094896552,0.113103448
725,0.280991736,0.153443526,0.010192837,0.026446281,0.09476584,0.113168044
726,0.280330124,0.154332875,0.010178817,0.026409904,0.094635488,0.113177442
727,0.281043956,0.154120879,0.010164835,0.026373626,0.094505495,0.113241758
728,0.28175583,0.153635117,0.010150892,0.026337449,0.094375857,0.113251029
729,0.282465753,0.153424658,0.010136986,0.02630137,0.094246575,0.113315068
730,0.283173735,0.154309166,0.010123119,0.02626539,0.094117647,0.113597811
731,0.282513661,0.154098361,0.01010929,0.026229508,0.093989071,0.113387978
732,0.283219645,0.15361528,0.010095498,0.02728513,0.093860846,0.11361528
733,0.282561308,0.153405995,0.010081744,0.027247956,0.09373297,0.113405995
