"","regret","regret","regret","regret","regret"
"name","Deterministic","DeterministicAlternating","EpsilonFirst","EpsilonGreedy","Exp3"
"trial","","","","",""
"0","1.0","1.0","0.0","1.0","1.0"
"1","1.0","0.0","1.0","1.0","1.0"
"2","0.6666666666666666","0.0","0.6666666666666666","0.6666666666666666","1.3333333333333333"
"3","0.5","0.0","0.5","0.5","1.5"
"4","0.4","0.0","0.8","0.4","1.2"
"5","0.3333333333333333","0.0","1.0","0.3333333333333333","1.3333333333333333"
"6","0.2857142857142857","0.0","0.8571428571428571","0.2857142857142857","1.4285714285714286"
"7","0.25","0.0","1.0","0.25","1.5"
"8","0.2222222222222222","0.0","0.8888888888888888","0.2222222222222222","1.3333333333333333"
"9","0.2","0.0","0.8","0.2","1.2"
"10","0.18181818181818182","0.0","0.9090909090909091","0.18181818181818182","1.0909090909090908"
"11","0.16666666666666666","0.0","1.0","0.16666666666666666","1.0"
"12","0.15384615384615385","0.0","1.0769230769230769","0.15384615384615385","1.0769230769230769"
"13","0.14285714285714285","0.0","1.1428571428571428","0.14285714285714285","1.0"
"14","0.13333333333333333","0.0","1.2","0.13333333333333333","0.9333333333333333"
"15","0.125","0.0","1.125","0.125","1.0"
"16","0.11764705882352941","0.0","1.0588235294117647","0.11764705882352941","0.9411764705882353"
"17","0.1111111111111111","0.0","1.0","0.2222222222222222","1.0"
"18","0.10526315789473684","0.0","1.0526315789473684","0.21052631578947367","1.0526315789473684"
"19","0.1","0.0","1.1","0.2","1.1"
"20","0.09523809523809523","0.0","1.0476190476190477","0.19047619047619047","1.0476190476190477"
"21","0.09090909090909091","0.0","1.0","0.18181818181818182","1.0"
"22","0.08695652173913043","0.0","0.9565217391304348","0.17391304347826086","1.0434782608695652"
"23","0.08333333333333333","0.0","0.9166666666666666","0.16666666666666666","1.0"
"24","0.08","0.0","0.88","0.16","1.04"
"25","0.07692307692307693","0.0","0.9230769230769231","0.15384615384615385","1.0769230769230769"
"26","0.07407407407407407","0.0","0.9629629629629629","0.14814814814814814","1.037037037037037"
"27","0.07142857142857142","0.0","0.9285714285714286","0.21428571428571427","1.0"
"28","0.06896551724137931","0.0","0.896551724137931","0.20689655172413793","1.0344827586206897"
"29","0.06666666666666667","0.0","0.9333333333333333","0.2","1.0"
"30","0.06451612903225806","0.0","0.967741935483871","0.1935483870967742","1.032258064516129"
"31","0.0625","0.0","0.9375","0.1875","1.0"
"32","0.06060606060606061","0.0","0.9090909090909091","0.24242424242424243","1.0303030303030303"
"33","0.058823529411764705","0.0","0.8823529411764706","0.23529411764705882","1.0588235294117647"
"34","0.05714285714285714","0.0","0.8571428571428571","0.22857142857142856","1.0285714285714285"
"35","0.05555555555555555","0.0","0.8333333333333334","0.2222222222222222","1.0"
"36","0.05405405405405406","0.0","0.8108108108108109","0.21621621621621623","0.972972972972973"
"37","0.05263157894736842","0.0","0.7894736842105263","0.21052631578947367","1.0"
"38","0.05128205128205128","0.0","0.7692307692307693","0.20512820512820512","0.9743589743589743"
"39","0.05","0.0","0.8","0.2","0.95"
"40","0.04878048780487805","0.0","0.8292682926829268","0.1951219512195122","0.926829268292683"
"41","0.047619047619047616","0.0","0.8571428571428571","0.19047619047619047","0.9047619047619048"
"42","0.046511627906976744","0.0","0.8837209302325582","0.18604651162790697","0.8837209302325582"
"43","0.045454545454545456","0.0","0.8636363636363636","0.18181818181818182","0.8636363636363636"
"44","0.044444444444444446","0.0","0.8888888888888888","0.17777777777777778","0.8444444444444444"
"45","0.043478260869565216","0.0","0.9130434782608695","0.17391304347826086","0.8260869565217391"
"46","0.0425531914893617","0.0","0.9361702127659575","0.1702127659574468","0.8085106382978723"
"47","0.041666666666666664","0.0","0.9583333333333334","0.16666666666666666","0.7916666666666666"
"48","0.04081632653061224","0.0","0.9795918367346939","0.16326530612244897","0.7755102040816326"
"49","0.04","0.0","0.96","0.16","0.76"
