Average of regret,Column Labels,,,,,
152,0.356862745,0.128104575,0.040522876,0.094117647,0.169934641,0.157908497
153,0.353246753,0.127272727,0.04025974,0.093506494,0.168831169,0.156623377
154,0.356129032,0.12516129,0.04,0.092903226,0.172903226,0.157419355
155,0.352564103,0.124358974,0.03974359,0.092307692,0.171794872,0.156153846
156,0.349044586,0.122292994,0.039490446,0.091719745,0.170700637,0.154649682
157,0.351898734,0.121518987,0.039240506,0.091139241,0.16835443,0.15443038
158,0.354716981,0.125786164,0.038993711,0.090566038,0.167295597,0.155471698
159,0.3575,0.125,0.03875,0.09,0.16625,0.1555
160,0.360248447,0.122981366,0.038509317,0.089440994,0.165217391,0.155279503
161,0.356790123,0.122222222,0.038271605,0.088888889,0.164197531,0.154074074
162,0.353374233,0.126380368,0.03803681,0.088343558,0.163190184,0.153865031
163,0.35,0.125609756,0.037804878,0.092682927,0.162195122,0.153658537
164,0.352727273,0.123636364,0.037575758,0.096969697,0.161212121,0.154424242
165,0.355421687,0.122891566,0.037349398,0.096385542,0.165060241,0.155421687
166,0.358083832,0.120958084,0.037125749,0.095808383,0.164071856,0.155209581
167,0.354761905,0.120238095,0.036904762,0.095238095,0.163095238,0.154047619
168,0.35147929,0.124260355,0.036686391,0.094674556,0.160946746,0.153609467
169,0.354117647,0.123529412,0.036470588,0.094117647,0.16,0.153647059
170,0.350877193,0.121637427,0.03625731,0.093567251,0.157894737,0.152046784
171,0.353488372,0.120930233,0.036046512,0.093023256,0.161627907,0.153023256
172,0.350289017,0.124855491,0.03583815,0.092485549,0.160693642,0.15283237
173,0.347126437,0.124137931,0.035632184,0.091954023,0.164367816,0.152643678
174,0.349714286,0.122285714,0.035428571,0.091428571,0.163428571,0.152457143
175,0.352272727,0.121590909,0.035227273,0.090909091,0.161363636,0.152272727
176,0.349152542,0.119774011,0.035028249,0.09039548,0.164971751,0.151864407
177,0.346067416,0.119101124,0.034831461,0.08988764,0.168539326,0.151685393
178,0.34301676,0.122905028,0.034636872,0.089385475,0.167597765,0.15150838
179,0.34,0.122222222,0.034444444,0.088888889,0.166666667,0.150444444
180,0.337016575,0.120441989,0.034254144,0.08839779,0.165745856,0.149171271
181,0.334065934,0.11978022,0.034065934,0.087912088,0.169230769,0.149010989
182,0.336612022,0.123497268,0.033879781,0.087431694,0.167213115,0.149726776
183,0.339130435,0.122826087,0.033695652,0.086956522,0.166304348,0.149782609
184,0.336216216,0.126486486,0.033513514,0.086486486,0.165405405,0.149621622
185,0.338709677,0.125806452,0.033333333,0.086021505,0.164516129,0.149677419
186,0.335828877,0.124064171,0.03315508,0.085561497,0.163636364,0.148449198
187,0.338297872,0.123404255,0.032978723,0.085106383,0.167021277,0.149361702
188,0.335449735,0.121693122,0.032804233,0.084656085,0.165079365,0.147936508
189,0.337894737,0.121052632,0.032631579,0.084210526,0.164210526,0.148
190,0.335078534,0.119371728,0.032460733,0.083769634,0.167539267,0.147643979
191,0.3375,0.11875,0.032291667,0.083333333,0.166666667,0.147708333
192,0.334715026,0.117098446,0.032124352,0.082901554,0.164766839,0.146321244
193,0.331958763,0.116494845,0.031958763,0.082474227,0.163917526,0.145360825
194,0.334358974,0.114871795,0.031794872,0.082051282,0.162051282,0.145025641
195,0.336734694,0.114285714,0.031632653,0.081632653,0.16122449,0.145102041
196,0.334010152,0.117766497,0.031472081,0.081218274,0.159390863,0.144771574
197,0.336363636,0.117171717,0.031313131,0.080808081,0.158585859,0.144848485
198,0.338693467,0.120603015,0.031155779,0.08040201,0.157788945,0.145728643
199,0.341,0.12,0.031,0.08,0.156,0.1456
200,0.338308458,0.123383085,0.030845771,0.07960199,0.155223881,0.145472637
201,0.335643564,0.122772277,0.030693069,0.079207921,0.158415842,0.145346535
202,0.337931034,0.126108374,0.030541872,0.078817734,0.156650246,0.146009852
203,0.340196078,0.125490196,0.030392157,0.078431373,0.154901961,0.145882353
204,0.337560976,0.128780488,0.030243902,0.07804878,0.153170732,0.145560976
205,0.334951456,0.12815534,0.030097087,0.077669903,0.15631068,0.145436893
206,0.33236715,0.126570048,0.029951691,0.077294686,0.15942029,0.145120773
207,0.329807692,0.125961538,0.029807692,0.076923077,0.158653846,0.144230769
208,0.327272727,0.129186603,0.029665072,0.076555024,0.157894737,0.144114833
209,0.324761905,0.128571429,0.02952381,0.076190476,0.160952381,0.144
210,0.322274882,0.131753555,0.029383886,0.075829384,0.160189573,0.143886256
211,0.319811321,0.131132075,0.029245283,0.075471698,0.163207547,0.143773585
212,0.317370892,0.129577465,0.029107981,0.075117371,0.161502347,0.142535211
213,0.319626168,0.128971963,0.028971963,0.074766355,0.160747664,0.142616822
214,0.317209302,0.132093023,0.028837209,0.074418605,0.16,0.142511628
215,0.314814815,0.131481481,0.028703704,0.074074074,0.159259259,0.141666667
216,0.317050691,0.134562212,0.028571429,0.073732719,0.157603687,0.142304147
217,0.319266055,0.133944954,0.028440367,0.073394495,0.156880734,0.142385321
218,0.321461187,0.136986301,0.028310502,0.073059361,0.156164384,0.143196347
219,0.319090909,0.136363636,0.028181818,0.072727273,0.155454545,0.142363636
220,0.321266968,0.134841629,0.028054299,0.07239819,0.154751131,0.142262443
221,0.323423423,0.134234234,0.027927928,0.072072072,0.154054054,0.142342342
222,0.325560538,0.132735426,0.027802691,0.071748879,0.156950673,0.142959641
223,0.323214286,0.132142857,0.027678571,0.071428571,0.155357143,0.141964286
224,0.325333333,0.135111111,0.027555556,0.071111111,0.154666667,0.142755556
225,0.327433628,0.134513274,0.027433628,0.07079646,0.153097345,0.142654867
226,0.329515419,0.137444934,0.027312775,0.070484581,0.152422907,0.143436123
227,0.331578947,0.136842105,0.027192982,0.070175439,0.155263158,0.144210526
228,0.329257642,0.139737991,0.027074236,0.069868996,0.154585153,0.144104803
229,0.331304348,0.139130435,0.026956522,0.069565217,0.153913043,0.144173913
230,0.329004329,0.141991342,0.026839827,0.069264069,0.156709957,0.144761905
231,0.326724138,0.14137931,0.026724138,0.068965517,0.159482759,0.144655172
232,0.328755365,0.139914163,0.026609442,0.068669528,0.158798283,0.144549356
233,0.326495726,0.139316239,0.026495726,0.068376068,0.161538462,0.144444444
234,0.328510638,0.13787234,0.026382979,0.068085106,0.16,0.144170213
235,0.330508475,0.137288136,0.026271186,0.06779661,0.158474576,0.144067797
236,0.332489451,0.135864979,0.026160338,0.067510549,0.157805907,0.143966245
237,0.330252101,0.135294118,0.02605042,0.067226891,0.157142857,0.143193277
238,0.332217573,0.133891213,0.025941423,0.066945607,0.155648536,0.14292887
239,0.334166667,0.133333333,0.025833333,0.066666667,0.155,0.143
240,0.336099585,0.136099585,0.025726141,0.066390041,0.154356846,0.14373444
241,0.338016529,0.13553719,0.025619835,0.066115702,0.153719008,0.143801653
242,0.339917695,0.134156379,0.025514403,0.065843621,0.156378601,0.14436214
243,0.341803279,0.133606557,0.025409836,0.06557377,0.155737705,0.14442623
244,0.339591837,0.132244898,0.025306122,0.065306122,0.155102041,0.143510204
245,0.337398374,0.131707317,0.025203252,0.06504065,0.157723577,0.143414634
246,0.335222672,0.130364372,0.025101215,0.064777328,0.15708502,0.142510121
247,0.337096774,0.12983871,0.025,0.064516129,0.156451613,0.142580645
248,0.338955823,0.13253012,0.024899598,0.064257028,0.159036145,0.143935743
249,0.3368,0.132,0.0248,0.064,0.1584,0.1432
250,0.338645418,0.134661355,0.024701195,0.06374502,0.157768924,0.143904382
251,0.34047619,0.134126984,0.024603175,0.063492063,0.16031746,0.144603175
252,0.338339921,0.132806324,0.024505929,0.063241107,0.16284585,0.144347826
253,0.34015748,0.132283465,0.024409449,0.062992126,0.162204724,0.144409449
254,0.341960784,0.130980392,0.024313725,0.062745098,0.161568627,0.144313725
255,0.34375,0.13046875,0.02421875,0.0625,0.1609375,0.144375
256,0.345525292,0.13307393,0.024124514,0.062256809,0.160311284,0.145058366
257,0.343410853,0.13255814,0.024031008,0.062015504,0.158914729,0.144186047
258,0.345173745,0.135135135,0.023938224,0.061776062,0.158301158,0.144864865
259,0.346923077,0.134615385,0.023846154,0.061538462,0.157692308,0.144923077
260,0.344827586,0.137164751,0.023754789,0.061302682,0.157088123,0.144827586
261,0.346564885,0.136641221,0.023664122,0.060305344,0.15648855,0.144732824
262,0.344486692,0.135361217,0.023574144,0.060076046,0.155893536,0.143878327
263,0.346212121,0.134848485,0.023484848,0.059848485,0.15530303,0.143939394
264,0.344150943,0.133584906,0.023396226,0.059622642,0.154716981,0.14309434
265,0.342105263,0.133082707,0.023308271,0.059398496,0.157142857,0.143007519
266,0.340074906,0.135580524,0.023220974,0.05917603,0.156554307,0.142921348
267,0.341791045,0.135074627,0.023134328,0.058955224,0.155970149,0.142985075
268,0.339776952,0.137546468,0.023048327,0.057992565,0.155390335,0.142750929
269,0.337777778,0.137037037,0.022962963,0.057777778,0.154814815,0.142074074
270,0.335793358,0.139483395,0.022878229,0.057564576,0.154243542,0.14199262
271,0.333823529,0.138970588,0.022794118,0.057352941,0.153676471,0.141323529
272,0.331868132,0.137728938,0.022710623,0.057142857,0.153113553,0.140512821
273,0.329927007,0.137226277,0.022627737,0.056934307,0.152554745,0.139854015
274,0.331636364,0.136,0.022545455,0.056727273,0.152,0.139781818
275,0.329710145,0.135507246,0.022463768,0.056521739,0.151449275,0.139130435
276,0.327797834,0.137906137,0.022382671,0.05631769,0.150902527,0.139061372
277,0.329496403,0.137410072,0.022302158,0.056115108,0.150359712,0.139136691
278,0.331182796,0.136200717,0.022222222,0.055913978,0.149820789,0.1390681
279,0.329285714,0.135714286,0.022142857,0.055714286,0.152142857,0.139
280,0.327402135,0.134519573,0.022064057,0.055516014,0.151601423,0.138220641
281,0.329078014,0.134042553,0.021985816,0.055319149,0.153900709,0.138865248
282,0.327208481,0.13639576,0.021908127,0.055123675,0.152650177,0.138657244
283,0.328873239,0.135915493,0.021830986,0.054929577,0.152112676,0.138732394
284,0.330526316,0.134736842,0.021754386,0.054736842,0.151578947,0.138666667
285,0.328671329,0.134265734,0.021678322,0.054545455,0.151048951,0.138041958
286,0.326829268,0.136585366,0.021602787,0.054355401,0.150522648,0.137979094
287,0.325,0.136111111,0.021527778,0.054166667,0.15,0.137361111
288,0.326643599,0.138408304,0.021453287,0.053979239,0.149480969,0.13799308
289,0.324827586,0.137931034,0.02137931,0.053793103,0.148965517,0.13737931
290,0.323024055,0.136769759,0.021305842,0.053608247,0.148453608,0.136632302
291,0.324657534,0.13630137,0.021232877,0.053424658,0.147945205,0.136712329
292,0.322866894,0.135153584,0.02116041,0.053242321,0.147440273,0.135972696
293,0.324489796,0.134693878,0.021088435,0.053061224,0.146938776,0.136054422
294,0.322711864,0.133559322,0.021016949,0.052881356,0.146440678,0.135322034
295,0.324324324,0.133108108,0.020945946,0.052702703,0.145945946,0.135405405
296,0.325925926,0.131986532,0.020875421,0.052525253,0.145454545,0.135353535
297,0.327516779,0.131543624,0.020805369,0.055033557,0.147651007,0.136510067
298,0.32909699,0.133779264,0.020735786,0.054849498,0.149832776,0.137658863
299,0.330666667,0.133333333,0.020666667,0.054,0.149333333,0.1376
300,0.332225914,0.132225914,0.020598007,0.053820598,0.151495017,0.13807309
301,0.330463576,0.131788079,0.020529801,0.056291391,0.150993377,0.138013245
302,0.332013201,0.130693069,0.020462046,0.056105611,0.15049505,0.137953795
303,0.333552632,0.130263158,0.020394737,0.055921053,0.15,0.138026316
304,0.335081967,0.132459016,0.020327869,0.055737705,0.149508197,0.138622951
305,0.336601307,0.132026144,0.020261438,0.055555556,0.149019608,0.13869281
306,0.33485342,0.130944625,0.02019544,0.055374593,0.148534202,0.137980456
307,0.336363636,0.130519481,0.02012987,0.055194805,0.148051948,0.138051948
308,0.334627832,0.129449838,0.020064725,0.055016181,0.147572816,0.137346278
309,0.332903226,0.129032258,0.02,0.05483871,0.147096774,0.136774194
310,0.331189711,0.127974277,0.019935691,0.054662379,0.146623794,0.13607717
311,0.329487179,0.127564103,0.019871795,0.054487179,0.146153846,0.135512821
312,0.330990415,0.126517572,0.019808307,0.054313099,0.145686901,0.135463259
313,0.332484076,0.12611465,0.019745223,0.054140127,0.14522293,0.135541401
314,0.330793651,0.128253968,0.01968254,0.053968254,0.144761905,0.135492063
315,0.332278481,0.127848101,0.019620253,0.053797468,0.146835443,0.136075949
316,0.330599369,0.12681388,0.01955836,0.05362776,0.14637224,0.135394322
317,0.332075472,0.126415094,0.019496855,0.053459119,0.14591195,0.135471698
318,0.330407524,0.128526646,0.019435737,0.053291536,0.145454545,0.135423197
319,0.331875,0.128125,0.019375,0.0525,0.1475,0.135875
320,0.330218069,0.130218069,0.019314642,0.052336449,0.147040498,0.135825545
321,0.328571429,0.129813665,0.019254658,0.052173913,0.146583851,0.135279503
322,0.33003096,0.12879257,0.019195046,0.052012384,0.146130031,0.135232198
323,0.331481481,0.128395062,0.019135802,0.051851852,0.145679012,0.135308642
324,0.332923077,0.127384615,0.019076923,0.051692308,0.144615385,0.135138462
325,0.334355828,0.126993865,0.019018405,0.051533742,0.144171779,0.135214724
326,0.332721713,0.125993884,0.018960245,0.051376147,0.143730887,0.134556575
327,0.334146341,0.125609756,0.018902439,0.051219512,0.143292683,0.134634146
328,0.33556231,0.124620061,0.018844985,0.05106383,0.142857143,0.134589666
329,0.336969697,0.124242424,0.018787879,0.050909091,0.142424242,0.134666667
330,0.335347432,0.126283988,0.018731118,0.050755287,0.144410876,0.13510574
331,0.33373494,0.125903614,0.018674699,0.05060241,0.143975904,0.134578313
332,0.335135135,0.127927928,0.018618619,0.05045045,0.142942943,0.135015015
333,0.333532934,0.12754491,0.018562874,0.050299401,0.14251497,0.134491018
334,0.334925373,0.129552239,0.018507463,0.050149254,0.142089552,0.135044776
335,0.333333333,0.129166667,0.018452381,0.05,0.141666667,0.13452381
336,0.334718101,0.13115727,0.018397626,0.049851632,0.141246291,0.135074184
337,0.333136095,0.130769231,0.018343195,0.049704142,0.140828402,0.134556213
338,0.331563422,0.12979351,0.018289086,0.049557522,0.140412979,0.133923304
339,0.332941176,0.129411765,0.018235294,0.049411765,0.14,0.134
340,0.33431085,0.131378299,0.018181818,0.049266862,0.139589443,0.134545455
341,0.335672515,0.130994152,0.018128655,0.049122807,0.138596491,0.134502924
342,0.337026239,0.132944606,0.018075802,0.048979592,0.13819242,0.135043732
343,0.335465116,0.13255814,0.018023256,0.048837209,0.137790698,0.134534884
344,0.333913043,0.131594203,0.017971014,0.048695652,0.137391304,0.133913043
345,0.332369942,0.131213873,0.017919075,0.048554913,0.139306358,0.133872832
346,0.333717579,0.13314121,0.017867435,0.048414986,0.141210375,0.134870317
347,0.332183908,0.132758621,0.017816092,0.048275862,0.143103448,0.134827586
348,0.330659026,0.134670487,0.017765043,0.048137536,0.14269341,0.1347851
349,0.329142857,0.134285714,0.017714286,0.048,0.142285714,0.134285714
350,0.327635328,0.133333333,0.017663818,0.047863248,0.141880342,0.133675214
351,0.328977273,0.132954545,0.017613636,0.047727273,0.14375,0.134204545
352,0.327478754,0.132011331,0.017563739,0.047592068,0.143342776,0.133597734
353,0.328813559,0.131638418,0.017514124,0.047457627,0.142937853,0.133672316
354,0.330140845,0.130704225,0.017464789,0.047323944,0.142535211,0.133633803
355,0.328651685,0.130337079,0.01741573,0.047191011,0.141573034,0.133033708
356,0.329971989,0.129411765,0.017366947,0.047058824,0.141176471,0.132997199
357,0.331284916,0.129050279,0.017318436,0.046927374,0.140782123,0.133072626
358,0.332590529,0.13091922,0.017270195,0.046796657,0.140389972,0.133593315
359,0.331111111,0.130555556,0.017222222,0.046666667,0.139444444,0.133
360,0.329639889,0.132409972,0.017174515,0.046537396,0.139058172,0.132963989
361,0.328176796,0.132044199,0.017127072,0.04640884,0.138674033,0.132486188
362,0.329476584,0.133884298,0.01707989,0.046280992,0.138292011,0.133002755
363,0.328021978,0.133516484,0.017032967,0.046153846,0.137912088,0.132527473
364,0.326575342,0.13260274,0.016986301,0.046027397,0.137534247,0.131945205
365,0.325136612,0.132240437,0.016939891,0.045901639,0.13715847,0.13147541
366,0.326430518,0.13133515,0.016893733,0.045776567,0.136784741,0.131444142
367,0.325,0.130978261,0.016847826,0.045652174,0.138586957,0.131413043
368,0.323577236,0.130081301,0.016802168,0.045528455,0.137669377,0.130731707
369,0.322162162,0.12972973,0.016756757,0.045405405,0.136756757,0.130162162
370,0.323450135,0.12884097,0.01671159,0.045283019,0.13638814,0.130134771
371,0.322043011,0.128494624,0.016666667,0.04516129,0.136021505,0.129677419
372,0.323324397,0.127613941,0.016621984,0.045040214,0.135656836,0.129651475
373,0.321925134,0.127272727,0.01657754,0.044919786,0.135294118,0.129197861
374,0.3232,0.1264,0.016533333,0.0448,0.134933333,0.129173333
375,0.324468085,0.12606383,0.016489362,0.044680851,0.134574468,0.129255319
376,0.325729443,0.127851459,0.016445623,0.044562334,0.134217507,0.129761273
377,0.326984127,0.127513228,0.016402116,0.044444444,0.133862434,0.12984127
