Average of regret,Column Labels,,,,,
366,0.383383949,3.912539364,0.55852388,0.65183831,0.899962883,1.281249677
367,0.389446848,3.920003593,0.556911014,0.650396366,0.897124539,1.282776472
368,0.387983101,3.922200476,0.556084148,0.64883796,0.894819875,1.281985112
369,0.385834947,3.897661134,0.554727187,0.647251077,0.892615602,1.275617989
370,0.386816947,3.902742131,0.552551612,0.645433119,0.890749185,1.275658599
371,0.39031503,3.90544968,0.551552858,0.643916503,0.888633302,1.275973475
372,0.389696719,3.910164258,0.549740422,0.642122632,0.885990682,1.275542943
373,0.384878532,3.909621395,0.548236783,0.639935322,0.883699231,1.273274253
374,0.387928942,3.913278105,0.546419529,0.63805183,0.880215804,1.273178842
375,0.393842234,3.918172187,0.545782664,0.650804816,0.878426338,1.277405648
376,0.395747409,3.92159897,0.544705582,0.648443583,0.87688071,1.277475251
377,0.393517582,3.926665617,0.54349412,0.646606759,0.874867706,1.277030357
378,0.393598089,3.928418746,0.542585327,0.644876289,0.871989417,1.276293574
379,0.394467176,3.905141279,0.541501052,0.643829797,0.870199334,1.271027728
380,0.390405383,3.905043313,0.540289872,0.642110695,0.867491438,1.26906814
381,0.393239351,3.909154484,0.538786484,0.640281946,0.864831804,1.269258814
382,0.394097027,3.908602362,0.537303916,0.638686141,0.862647217,1.268267332
383,0.392896096,3.91016569,0.536407096,0.636307406,0.859879335,1.267131124
384,0.393731714,3.892264736,0.535292664,0.634886078,0.857815147,1.262798068
385,0.398033282,3.898530323,0.533807761,0.651492556,0.854888347,1.267350454
386,0.401049824,3.901012524,0.531950966,0.649393336,0.851962058,1.267073742
387,0.408349073,3.911488157,0.530544353,0.647875976,0.849330137,1.269517539
388,0.411558519,3.914486482,0.529125166,0.646786565,0.847295908,1.269850528
389,0.410089817,3.9059972,0.527564043,0.64567773,0.844965402,1.266858838
390,0.40883513,3.908274997,0.526114386,0.644261192,0.842618562,1.266020854
391,0.407676808,3.91170107,0.524199051,0.642550999,0.840491796,1.265323945
392,0.40814938,3.913236568,0.522739703,0.641254237,0.839634855,1.265002948
393,0.408468011,3.912386796,0.521343968,0.640098578,0.837807932,1.264021057
394,0.410273823,3.913556883,0.520650089,0.638676407,0.836312934,1.263894027
395,0.409351688,3.916341832,0.519589027,0.637254236,0.83428441,1.263364239
396,0.409900715,3.917504543,0.517679129,0.636036344,0.83174421,1.262572988
397,0.412662223,3.920319724,0.516792972,0.634469346,0.829975701,1.262843993
398,0.412038058,3.92480771,0.515818805,0.642673721,0.827937891,1.264655237
399,0.413974801,3.917848341,0.514326575,0.641859072,0.825310806,1.262663919
400,0.414399477,3.92112219,0.512744037,0.639560177,0.822993442,1.262163865
401,0.415776249,3.930166497,0.511319312,0.637358702,0.820638517,1.263051856
402,0.415156986,3.934539759,0.509946901,0.635935799,0.819266274,1.262969144
403,0.418149092,3.933649086,0.508720751,0.634718625,0.817948653,1.262637241
404,0.422202692,3.934074367,0.507255401,0.632928286,0.816346146,1.262561378
405,0.422628343,3.939915325,0.506162919,0.63142936,0.813849161,1.262797022
406,0.423810833,3.941904138,0.504805294,0.62947837,0.811642446,1.262328216
407,0.418832561,3.940259483,0.503551983,0.627502931,0.809927237,1.260014839
408,0.419378727,3.942739621,0.502113587,0.625459855,0.80839558,1.259617474
409,0.417274272,3.927598962,0.500702026,0.62388017,0.807418704,1.255374827
410,0.416195518,3.931845059,0.499741766,0.622732314,0.805253169,1.255153565
411,0.418585913,3.931812629,0.499026539,0.620835884,0.803855625,1.254823318
412,0.421890688,3.934149034,0.497754879,0.619101087,0.802337566,1.255046651
413,0.420115276,3.938394674,0.496515119,0.61662939,0.800125228,1.254355938
414,0.424167134,3.926457582,0.495414792,0.615222719,0.797612001,1.251774845
415,0.427054618,3.92678218,0.494370767,0.613436303,0.796287287,1.251586231
416,0.429174801,3.928465468,0.492851205,0.612506854,0.804906573,1.25358098
417,0.428394574,3.92589124,0.491679801,0.61098462,0.802493499,1.251888747
418,0.429533452,3.932024,0.490936872,0.609504708,0.800027523,1.252405311
419,0.425166132,3.910341675,0.489908199,0.607631864,0.798274645,1.246264503
420,0.42173122,3.918875757,0.488480996,0.606040852,0.796557923,1.24633735
421,0.421165774,3.922758922,0.487269774,0.604790985,0.794738043,1.246144699
422,0.426714026,3.924724606,0.486201157,0.60259424,0.792270905,1.246500987
423,0.424419525,3.928219433,0.484990915,0.6013479,0.790521247,1.245899804
424,0.428830461,3.931601352,0.48378452,0.599631107,0.788291743,1.246427837
425,0.425240078,3.936976322,0.482818464,0.598381633,0.785896057,1.245862511
426,0.42961859,3.940754775,0.481763182,0.597504041,0.783651098,1.246658337
427,0.430688111,3.943913084,0.48086477,0.595862917,0.781401383,1.246546053
428,0.427089094,3.945839316,0.480018702,0.594335559,0.779704109,1.245397356
429,0.43027508,3.931448577,0.479095562,0.59317776,0.777623871,1.24232417
430,0.433643155,3.933040655,0.477656226,0.59172412,0.775706346,1.242354101
431,0.437236394,3.936728136,0.476566809,0.590018309,0.773575067,1.242824943
432,0.433105672,3.938684353,0.475419562,0.588944405,0.772092229,1.241649244
433,0.431665671,3.944694468,0.474568057,0.587809258,0.769977138,1.241742919
434,0.432867906,3.95361978,0.473870446,0.586409839,0.768499441,1.243053483
435,0.428419182,3.954054519,0.472813545,0.585114203,0.76641974,1.241364238
436,0.424756693,3.953761724,0.471899078,0.583679634,0.763465358,1.239512497
437,0.422677797,3.958494698,0.470667057,0.582078389,0.761994322,1.239182453
438,0.420311044,3.961567916,0.469505879,0.580793659,0.76053101,1.238541902
439,0.419186662,3.948171587,0.468416355,0.57927757,0.758981662,1.234806767
440,0.418737119,3.95408328,0.467197342,0.577904617,0.756798109,1.234944094
441,0.416775719,3.95370317,0.466326341,0.576073594,0.755427502,1.233661265
442,0.414862662,3.956479969,0.465698178,0.574763572,0.75396111,1.233153098
443,0.413714923,3.959113604,0.464551123,0.573496004,0.752239951,1.232623121
444,0.413428352,3.956784061,0.463319201,0.57191228,0.750785584,1.231245895
445,0.412164795,3.959011923,0.462331367,0.57067091,0.748952049,1.230626209
446,0.411649331,3.960139651,0.461357604,0.569378605,0.747214613,1.229947961
447,0.4110167,3.960356012,0.460454451,0.568150562,0.74561837,1.229119219
448,0.412374893,3.960435538,0.4594763,0.566425881,0.7438517,1.228512863
449,0.413329756,3.948435392,0.458575326,0.565079612,0.742620786,1.225608174
450,0.415702502,3.950191396,0.457906327,0.564177478,0.741208041,1.225837149
451,0.417012762,3.953444176,0.456731177,0.562598478,0.739570689,1.225871456
452,0.416258261,3.96187321,0.455720847,0.561637018,0.738572584,1.226812384
453,0.417309454,3.964390279,0.454615626,0.56036225,0.737161623,1.226767846
454,0.421732836,3.961309862,0.45378983,0.559269894,0.735665172,1.226353518
455,0.419857031,3.962387075,0.452813368,0.568991371,0.733996022,1.227608973
456,0.421168606,3.964922116,0.451839886,0.567763545,0.732225011,1.227583833
457,0.423130848,3.965656936,0.450713495,0.565955321,0.730610232,1.227213366
458,0.423981096,3.963553524,0.449828982,0.564734988,0.729017568,1.226223231
459,0.426285491,3.949353945,0.448755796,0.56336678,0.727657544,1.223083911
460,0.427064709,3.948253425,0.44806136,0.561936555,0.725715493,1.222206308
461,0.426938862,3.952486574,0.447614808,0.561038325,0.725080908,1.222631895
462,0.427625869,3.951246938,0.446925459,0.559669971,0.723402059,1.221774059
463,0.42920639,3.957231769,0.446020118,0.571804247,0.721628186,1.225178142
464,0.430192424,3.960530287,0.445076657,0.570739329,0.720082499,1.225324239
465,0.430817319,3.960709467,0.444095641,0.569273393,0.71888577,1.224756318
466,0.431718114,3.961038393,0.443298239,0.568271652,0.717295779,1.224324435
467,0.43134735,3.963397593,0.442292982,0.56674193,0.715924196,1.22394081
468,0.430965263,3.963664456,0.441267459,0.565394556,0.714507566,1.22315986
469,0.431931809,3.939550785,0.440197855,0.564367286,0.712806668,1.217770881
470,0.42977815,3.940610385,0.439049832,0.562753199,0.711309061,1.216700125
471,0.42931215,3.940403975,0.437907742,0.561118442,0.709879419,1.215724345
472,0.430387141,3.943899217,0.436864226,0.559881203,0.707845343,1.215775426
473,0.433575846,3.945878809,0.436015436,0.558697445,0.706288755,1.216091258
474,0.43446402,3.933456845,0.435251242,0.557723776,0.70461405,1.213101986
475,0.433672305,3.932759165,0.434171132,0.55622268,0.702698245,1.211904706
476,0.435335553,3.932898066,0.433066442,0.555513893,0.701400048,1.2116428
477,0.435150956,3.934622292,0.432254915,0.554543707,0.699481064,1.211210587
478,0.431402504,3.937279029,0.431474378,0.553375402,0.697834946,1.210273252
479,0.430827532,3.940645419,0.43042441,0.551957318,0.696422647,1.210055465
480,0.431732579,3.942491781,0.429560113,0.550303623,0.695071914,1.209832002
481,0.429854104,3.947737697,0.428696472,0.549398828,0.693990083,1.209935437
482,0.428942688,3.951846871,0.427749967,0.547901939,0.692517038,1.2097917
483,0.431940744,3.952510466,0.426752196,0.546864101,0.691541726,1.209921847
484,0.435121005,3.960224934,0.425826372,0.545963001,0.690480303,1.211523123
485,0.439255501,3.9650186,0.42489569,0.544695681,0.688988429,1.21257078
486,0.441341138,3.967615591,0.424023883,0.543958016,0.687393809,1.212866487
487,0.441901614,3.968711044,0.423344963,0.543261991,0.685648089,1.21257354
488,0.442570786,3.971898746,0.422370693,0.542144234,0.684070448,1.212610982
489,0.44424994,3.957684587,0.421379286,0.541063705,0.682648303,1.209405164
490,0.443398487,3.955900983,0.420417456,0.539816298,0.681450299,1.208196705
491,0.442184076,3.957102543,0.419558715,0.538794083,0.679803184,1.20748852
492,0.44319577,3.960018786,0.418679774,0.537258658,0.678459789,1.207522555
493,0.445152747,3.962565807,0.418053417,0.536163725,0.677509692,1.207889078
494,0.447983206,3.96565512,0.417018203,0.534977997,0.675802091,1.208287323
495,0.451336398,3.971078936,0.415986964,0.533921865,0.687005827,1.211865998
496,0.451859044,3.97210976,0.41533963,0.533584149,0.685451043,1.211668725
497,0.449636967,3.973849516,0.414717329,0.532461464,0.683839214,1.210900898
498,0.45205325,3.978219747,0.413956733,0.531504648,0.682306813,1.211608238
499,0.452302013,3.973485025,0.413321643,0.539400445,0.681320396,1.211965904
500,0.452376871,3.976364772,0.412335495,0.538119091,0.680357346,1.211910715
501,0.455250962,3.980366964,0.411710146,0.537126622,0.679332752,1.212757489
502,0.459737684,3.983211815,0.410892356,0.536259059,0.677862235,1.21359263
503,0.46040747,3.984224649,0.409986334,0.535737386,0.676384679,1.213348104
504,0.46166798,3.982530167,0.409065925,0.534785163,0.675294233,1.212668694
505,0.465003607,3.986654151,0.408146887,0.534094442,0.683388384,1.215457494
506,0.469214442,3.986236235,0.4074888,0.532706037,0.681991925,1.215527488
507,0.468802575,3.990616238,0.406703955,0.531384438,0.680673487,1.215636139
508,0.471148714,3.988932909,0.405842291,0.530560958,0.67970273,1.21523752
509,0.473136494,3.979878536,0.405198782,0.530077867,0.678376383,1.213333612
510,0.472880394,3.983671938,0.404196818,0.528895807,0.677300695,1.213389131
511,0.472290687,3.984820577,0.40297323,0.528027495,0.676205431,1.212863484
512,0.472865427,3.985925163,0.402177523,0.527164855,0.674637763,1.212554146
513,0.470138466,3.991994478,0.401318232,0.525942558,0.673665206,1.212611788
514,0.469581929,3.981819813,0.400202167,0.52487813,0.672742738,1.209844955
515,0.46852846,3.98130008,0.39918718,0.523984694,0.671290894,1.208858262
516,0.469456667,3.982501733,0.398316763,0.523270704,0.670107149,1.208730603
517,0.469712031,3.984538788,0.397686855,0.522265743,0.668141426,1.208468969
518,0.466369839,3.986442807,0.396720913,0.52108084,0.666935092,1.207509898
519,0.467723791,3.99136791,0.395951789,0.520121912,0.665735334,1.208180147
520,0.467722243,3.995089927,0.395109797,0.519008658,0.664441375,1.2082744
521,0.468351675,3.99346834,0.394137378,0.518336662,0.662376215,1.207334054
522,0.469528529,3.99618782,0.393110874,0.517605773,0.661222002,1.207531
523,0.470290486,3.996260751,0.39246952,0.516605892,0.659938678,1.207113066
524,0.468603068,3.991022642,0.391770278,0.51554178,0.658374309,1.205062415
525,0.469071953,3.993383221,0.391059833,0.514064438,0.656148785,1.204745646
526,0.469850222,4.000035734,0.390498552,0.513205559,0.655073865,1.205732786
527,0.470324769,4.003309359,0.390123307,0.512263979,0.653713084,1.2059469
528,0.47071933,4.004464276,0.389746858,0.511194954,0.652159556,1.205656995
529,0.472420251,3.998037013,0.38909724,0.509970352,0.650891669,1.204083305
530,0.474052868,4.001103856,0.388455893,0.509143883,0.649640072,1.204479314
531,0.473828006,4.001752793,0.388038351,0.508300379,0.648324072,1.20404872
532,0.474177285,4.003695963,0.387205854,0.507463941,0.647334389,1.203975486
533,0.472258854,4.00387454,0.386457457,0.506513733,0.645821644,1.202985246
534,0.473118403,3.998883435,0.385911929,0.518017284,0.644251595,1.204036529
535,0.471436244,3.999806957,0.385297486,0.517036561,0.642593868,1.203234223
536,0.472375154,4.005607866,0.384641215,0.515929007,0.641270988,1.203964846
537,0.472280276,4.007672391,0.383898188,0.514797842,0.640441554,1.20381805
538,0.470021029,4.009892915,0.382889094,0.513662142,0.639002183,1.203093473
539,0.472037854,4.007000562,0.382407651,0.512658186,0.637722971,1.202365445
540,0.474066008,4.01088316,0.381629644,0.511953429,0.636787563,1.203063961
541,0.478415278,4.011264117,0.38104008,0.511108457,0.635554548,1.203476496
542,0.477929015,4.012338314,0.380409901,0.510179883,0.634286926,1.203028808
543,0.475910558,4.015273114,0.379709005,0.509438236,0.633019561,1.202670095
544,0.477848802,4.006305643,0.379251754,0.508756165,0.631837877,1.200800048
545,0.477647735,4.010722773,0.378368574,0.507717257,0.630659544,1.201023177
546,0.477313554,4.013552038,0.377469082,0.506789053,0.629266544,1.200878054
547,0.476989443,4.016183956,0.376718989,0.514451973,0.628504783,1.202569828
548,0.476600917,4.017123685,0.37623607,0.513644729,0.627361706,1.202193421
549,0.477300289,4.008448614,0.375617118,0.512693412,0.626312507,1.200074388
550,0.478243635,4.011788141,0.374615748,0.511666158,0.626099737,1.200482684
551,0.478991319,4.015535425,0.373805659,0.51060587,0.625144735,1.200816601
552,0.479238538,4.015723941,0.373017058,0.509546833,0.623998196,1.200304913
553,0.47989954,4.015559446,0.372355704,0.508899506,0.622952277,1.199933295
554,0.483745565,4.002523296,0.371802885,0.508070296,0.622129045,1.197654218
555,0.483191555,4.004412295,0.370984677,0.507236679,0.620653332,1.197295708
556,0.482880693,4.007549599,0.370548202,0.505652704,0.619575954,1.19724143
557,0.484767674,4.008534526,0.369843295,0.504748688,0.618287472,1.197236331
558,0.48386938,4.01391782,0.369185191,0.503868045,0.617213312,1.19761075
559,0.48274947,4.01408456,0.368368663,0.503093913,0.616495701,1.196958461
560,0.481196907,4.013557023,0.367571451,0.502322623,0.615545758,1.196038752
561,0.48454926,4.01725241,0.366800664,0.501102883,0.614368545,1.196814752
562,0.483004377,4.018270982,0.366045496,0.500209224,0.613099336,1.196125883
563,0.483977324,4.017731311,0.365394885,0.49880805,0.611867309,1.195555776
564,0.481531647,4.012727353,0.364369029,0.497890927,0.619041461,1.195112084
565,0.480542135,4.018013904,0.363795693,0.497078103,0.618080468,1.19550206
566,0.477360951,4.021417946,0.363307894,0.496515597,0.617050988,1.195130675
567,0.473709802,4.021686472,0.362819353,0.495785173,0.615986214,1.193997403
568,0.472534846,4.021784883,0.36217349,0.494815939,0.614937797,1.193249391
569,0.472615468,4.015437252,0.361546769,0.494477594,0.614160241,1.191647465
570,0.47524466,4.016080664,0.360947629,0.493502868,0.613382733,1.191831711
571,0.477012938,4.017201698,0.360204449,0.492861979,0.61234419,1.191925051
572,0.477435515,4.017283175,0.359398937,0.492012943,0.611108234,1.191447761
573,0.474277455,4.018805054,0.35879197,0.490995241,0.609914,1.190556744
574,0.474082348,4.01749423,0.358235025,0.490144761,0.608976661,1.189786605
575,0.472153432,4.018418655,0.357658428,0.489028938,0.608377151,1.189127321
576,0.469792181,4.018722029,0.356968174,0.495270399,0.607123338,1.189575224
577,0.473898576,4.020483324,0.356327131,0.49413888,0.605389617,1.190047505
578,0.475302303,4.021270714,0.355776989,0.493216558,0.604377476,1.189988808
579,0.471906638,4.009617365,0.355180276,0.492384216,0.603039166,1.186425532
580,0.47357057,4.01190637,0.354441977,0.491371199,0.602254141,1.186708851
581,0.475770288,4.014036732,0.353738086,0.490896002,0.601044757,1.187097173
582,0.478817459,4.019012306,0.353004182,0.490235097,0.600442737,1.188302356
583,0.477342519,4.021410593,0.352314462,0.489161915,0.599559762,1.18795785
584,0.478091664,4.01333959,0.351818032,0.488364074,0.598511698,1.186025012
585,0.477442735,4.015981373,0.351282101,0.487755,0.59762247,1.186016736
586,0.477600179,4.018683958,0.350730107,0.486876053,0.596847789,1.186147617
587,0.477246083,4.018336653,0.350381583,0.485905409,0.595499655,1.185473877
588,0.476721506,4.018906268,0.349721765,0.485087944,0.594431501,1.184973797
589,0.47514046,4.014425158,0.348955908,0.48447834,0.593370876,1.183274148
590,0.478824086,4.01655619,0.348524335,0.483735453,0.592459338,1.18401988
591,0.47766345,4.018489446,0.348055957,0.482969197,0.591401925,1.183715995
592,0.477845019,4.01800947,0.347490885,0.482208692,0.590210249,1.183152863
593,0.479722036,4.021433059,0.346791564,0.48153338,0.59769892,1.185435792
594,0.47997878,4.016350639,0.346094551,0.480805032,0.602996307,1.185245062
595,0.480869908,4.018769718,0.345471531,0.479894146,0.602180915,1.185437243
596,0.479910722,4.019687786,0.344931339,0.479403465,0.600992628,1.184985188
597,0.481186204,4.020365392,0.344290786,0.478678559,0.599972822,1.184898753
598,0.480705798,4.022365854,0.343578643,0.477914215,0.599137948,1.184740492
599,0.481490657,4.015342852,0.343106884,0.477226634,0.598077547,1.183048915
600,0.482479753,4.014152029,0.342329545,0.47649098,0.597328739,1.182556209
601,0.483321901,4.016158966,0.341373447,0.47538806,0.596523914,1.182553257
602,0.483425603,4.017580293,0.341011088,0.474635815,0.607760896,1.184882739
603,0.482540489,4.019257707,0.340724155,0.473563291,0.606775928,1.184572314
604,0.484191892,4.015631574,0.340231771,0.472833287,0.60582777,1.183743259
605,0.483497681,4.017594483,0.339521645,0.472010705,0.605109013,1.183546705
606,0.481537524,4.018292981,0.339161225,0.48059609,0.604239556,1.184765475
607,0.484639164,4.019185535,0.338598074,0.480103283,0.603801391,1.185265489
608,0.484844588,4.020277597,0.338164067,0.479315104,0.602790342,1.18507834
609,0.487555915,4.001057992,0.337622055,0.478556449,0.602180547,1.181394592
610,0.484996266,4.004057947,0.336885274,0.477983789,0.601386853,1.181062026
611,0.483579774,4.005452254,0.336570406,0.477074493,0.60012477,1.18056034
612,0.48133916,4.010398236,0.335808186,0.476069686,0.599115336,1.180546121
613,0.481300455,4.012733403,0.335136603,0.475048354,0.598357638,1.18051529
614,0.483057892,4.002852846,0.33473837,0.474229138,0.597134122,1.178402474
615,0.479136439,4.00413465,0.334266804,0.473381779,0.59603932,1.177391798
616,0.482221467,4.004719627,0.333815027,0.481570229,0.595163813,1.179498033
617,0.483370961,4.005816889,0.333350258,0.480582443,0.594334106,1.179490931
618,0.48250643,4.008675409,0.332937957,0.479892549,0.593104167,1.179423303
619,0.481265875,4.009448307,0.332446986,0.479025347,0.592111374,1.178859578
620,0.480208476,4.012079408,0.331765951,0.478206742,0.591106612,1.178673438
621,0.479570895,4.013112304,0.331149548,0.483878936,0.590234001,1.179589137
622,0.478528401,4.015236473,0.330566705,0.483026365,0.589284506,1.17932849
623,0.48037658,4.019096106,0.32998539,0.482365997,0.58828041,1.180020896
624,0.48133315,4.007218295,0.329641858,0.481563904,0.587377678,1.177426977
625,0.480042986,4.010881004,0.329081406,0.480626235,0.586216845,1.177369695
626,0.479052975,4.017050996,0.328590373,0.47971935,0.585224097,1.177927558
627,0.478865712,4.021780671,0.328031679,0.478727086,0.584052131,1.178291456
628,0.478748974,4.024281679,0.327379898,0.477953122,0.582962569,1.178265249
629,0.480309842,4.014853577,0.326714426,0.47705613,0.582154938,1.176217782
630,0.479579099,4.016414951,0.326100643,0.476429646,0.580875077,1.175879883
631,0.480515526,4.018064476,0.325652577,0.475782034,0.580016836,1.17600629
632,0.482269978,4.018734319,0.325318759,0.475077019,0.579185027,1.17611702
633,0.482902636,4.022000065,0.324679656,0.483155804,0.578214934,1.178190619
634,0.478849368,4.012827682,0.324261428,0.482080532,0.577078606,1.175019523
635,0.478364235,4.014260523,0.323778229,0.481457657,0.576150436,1.174802216
636,0.479492037,4.015538125,0.323141085,0.480722944,0.57528372,1.174835582
637,0.478454705,4.018299728,0.322811114,0.480066657,0.57451795,1.174830031
638,0.477750057,4.020943936,0.322393052,0.479258847,0.573376191,1.174744417
639,0.480966743,4.009409653,0.321835596,0.478614697,0.572596432,1.172684624
640,0.483032591,4.010651098,0.321175774,0.477781505,0.571701658,1.172868525
641,0.482912432,4.015058252,0.320627478,0.477093486,0.570923091,1.173322948
642,0.482590191,4.016892869,0.320184107,0.476382323,0.570017331,1.173213364
643,0.482555072,4.021572644,0.319731862,0.475662649,0.56887819,1.173680083
644,0.482568265,4.023766975,0.319462494,0.475043622,0.568232905,1.173814852
645,0.481242132,4.025093122,0.318917628,0.474056473,0.574751994,1.17481227
646,0.481851061,4.02475059,0.318547648,0.473414107,0.574131828,1.174539047
647,0.480914035,4.026253575,0.318222632,0.47280385,0.573371582,1.174313135
648,0.481542545,4.030226339,0.317548198,0.472009247,0.572324449,1.174730155
649,0.482301704,4.026809563,0.317077146,0.471240866,0.571345637,1.173754983
650,0.481261847,4.031295349,0.316535534,0.470441785,0.570632531,1.174033409
651,0.481634998,4.034213917,0.315884815,0.469622856,0.569730098,1.174217337
652,0.482221187,4.039339748,0.315239672,0.469032285,0.568824954,1.174931569
653,0.482321783,4.041571729,0.314741427,0.468149319,0.568302599,1.175017371
654,0.480189692,4.041031633,0.314347092,0.474380644,0.567367737,1.17546336
655,0.480053392,4.039591251,0.313850913,0.473502216,0.566668239,1.174733202
656,0.479896236,4.040596978,0.313333429,0.472636794,0.565767018,1.174446091
657,0.478386357,4.041613403,0.312995474,0.471884771,0.56483057,1.173942115
658,0.476910634,4.044877089,0.312596349,0.481966918,0.564014761,1.17607315
659,0.480629327,4.031693158,0.312177503,0.481256242,0.563243742,1.173799995
660,0.480510474,4.031441083,0.311666002,0.480400413,0.562607414,1.173325077
661,0.480559898,4.034050134,0.311211656,0.479755033,0.561736316,1.173462607
662,0.4800921,4.035084903,0.310674359,0.479054172,0.561177406,1.173216588
663,0.481157602,4.036014037,0.310393316,0.478273197,0.560292244,1.173226079
664,0.482835393,4.035419947,0.309822674,0.477537439,0.559404197,1.17300393
665,0.483472872,4.039176433,0.309321348,0.476646233,0.558580671,1.173439512
666,0.481761491,4.040701468,0.308933557,0.475996149,0.557587945,1.172996122
667,0.479997467,4.042248288,0.308630867,0.475592277,0.556715403,1.172636861
668,0.480782991,4.046723894,0.308152206,0.474824212,0.556020887,1.173300838
669,0.481954611,4.04453866,0.307584666,0.473867548,0.555303681,1.172649833
670,0.482536062,4.04743817,0.307124549,0.473282511,0.554664621,1.173009183
671,0.480923381,4.047793609,0.306823023,0.472612721,0.553680757,1.172366698
672,0.479870708,4.049791445,0.306477728,0.471865701,0.553020856,1.172205288
673,0.479477377,4.049281603,0.305945943,0.471094831,0.552315665,1.171623084
674,0.481684245,4.045079336,0.305608092,0.470160208,0.551377227,1.170781822
675,0.481639675,4.047151698,0.30526236,0.469556364,0.550615007,1.170845021
676,0.48406366,4.049841048,0.30485181,0.468850032,0.549849659,1.171491242
677,0.48192771,4.05348325,0.30453294,0.468234726,0.548943259,1.171424377
678,0.484299642,4.053027751,0.304169472,0.467399785,0.548019769,1.171383284
679,0.484016409,4.045973196,0.303702456,0.466980425,0.547092692,1.169553035
680,0.481710214,4.04659292,0.303234963,0.466173607,0.546181709,1.168778682
681,0.480868426,4.050087743,0.302751118,0.465384777,0.545417645,1.168901942
682,0.482601221,4.052118122,0.302268333,0.464661088,0.544693257,1.169268404
683,0.484614092,4.054168718,0.30177435,0.463911716,0.543886554,1.169671086
684,0.484968804,4.039478295,0.301412777,0.46324262,0.542924285,1.166405356
685,0.4870986,4.040655966,0.300914448,0.462812261,0.541995671,1.166695389
686,0.485990701,4.039943387,0.300529258,0.462071932,0.541575285,1.166022113
687,0.485769381,4.041386485,0.300139374,0.461426118,0.540604871,1.165865246
688,0.485324892,4.04324032,0.299801094,0.460519607,0.539746083,1.165726399
689,0.48387452,4.034821467,0.299401121,0.459798627,0.538731063,1.16332536
690,0.483131243,4.035327453,0.29899915,0.459325568,0.538113063,1.162979295
691,0.481367207,4.04046796,0.298548327,0.458465504,0.537354154,1.16324063
692,0.483823158,4.042552269,0.298240764,0.458004131,0.536509509,1.163825966
693,0.481967094,4.044238638,0.29775381,0.45741155,0.53557228,1.163388675
694,0.481019317,4.037530615,0.297326009,0.4566292,0.534483274,1.161397683
695,0.478976752,4.039046086,0.296813594,0.455949505,0.533731113,1.16090341
696,0.478039737,4.039107409,0.296402902,0.455266313,0.532893391,1.16034195
697,0.476772697,4.03913583,0.295837681,0.454782267,0.532110089,1.159727713
698,0.47791028,4.041353045,0.295203564,0.454133528,0.531471143,1.160014312
699,0.479807284,4.047155318,0.294599948,0.453631699,0.530953097,1.161229469
700,0.479649258,4.048011927,0.294266209,0.453148586,0.530327784,1.161080753
701,0.480763268,4.04933436,0.293923294,0.452597218,0.529708066,1.161265241
702,0.481860754,4.050740121,0.293628534,0.459392238,0.528974117,1.162919153
703,0.483260184,4.052639142,0.293276022,0.458628467,0.528277311,1.163216225
704,0.48325901,4.050823617,0.292840188,0.457970949,0.527440984,1.16246695
705,0.483524903,4.052532924,0.292535402,0.457406593,0.526867359,1.162573436
706,0.486301222,4.054098555,0.292028749,0.456581996,0.526319136,1.163065932
707,0.487179985,4.054388307,0.291644132,0.455849271,0.525520716,1.162916482
708,0.488531941,4.055364163,0.291227181,0.455499637,0.524681316,1.163060848
709,0.490212208,4.046506187,0.290754346,0.454999723,0.523956825,1.161285858
710,0.490262391,4.049053299,0.290311115,0.461711059,0.523254711,1.162918515
711,0.489115181,4.051191412,0.289860998,0.46112821,0.52265273,1.162789706
712,0.490352441,4.052345238,0.289473187,0.469229033,0.521835791,1.164647138
713,0.488911347,4.052256197,0.288997568,0.468520735,0.520968902,1.16393095
714,0.490429951,4.057480537,0.288590903,0.467850818,0.520105011,1.164891444
715,0.489908664,4.060149624,0.288242883,0.467290561,0.519408618,1.16500007
716,0.491331029,4.061891765,0.287671398,0.466613597,0.518486314,1.165198821
717,0.488664789,4.063733169,0.287242401,0.46598961,0.51776372,1.164678738
718,0.488518959,4.064801396,0.286795504,0.465291882,0.516913273,1.164464203
719,0.490817724,4.051742994,0.286243598,0.464747629,0.516274864,1.161965362
720,0.492685784,4.050821945,0.285784654,0.464288843,0.515694891,1.161855224
721,0.492505688,4.051353899,0.285252385,0.463760209,0.514876145,1.161549665
722,0.493898956,4.052709286,0.284889802,0.463131887,0.514261292,1.161778245
723,0.491397514,4.053378162,0.284512485,0.462304165,0.513644353,1.161047336
724,0.493485709,4.044467424,0.284033549,0.461433363,0.512888953,1.1592618
725,0.494762475,4.048028351,0.283720766,0.460670476,0.512194016,1.159875217
726,0.495478903,4.051645705,0.283244229,0.460430956,0.511600132,1.160479985
727,0.494735092,4.052495147,0.282892012,0.459720904,0.510566574,1.160081946
728,0.496446543,4.054532257,0.282524891,0.458974873,0.509765409,1.160448794
729,0.498034167,4.054043981,0.282140724,0.458458972,0.508738489,1.160283267
730,0.496454427,4.052442926,0.281865401,0.457815876,0.507889484,1.159293623
731,0.496506571,4.052382597,0.281477769,0.457159521,0.507303513,1.158965994
732,0.497173571,4.05275971,0.281082255,0.456207538,0.506601876,1.15876499
733,0.49630273,4.057444836,0.280628558,0.455569069,0.505534796,1.159095998
