Average of regret,Column Labels,,,,,
214,0.442573612,3.879169637,0.9454498,0.881114597,1.492020552,1.52806564
215,0.44346594,3.884895277,0.941842458,0.877972084,1.483491311,1.526333414
216,0.443597837,3.891643307,0.93894669,0.89482017,1.474011436,1.528603888
217,0.442511448,3.889792897,0.93526412,0.889886133,1.4668276,1.524856439
218,0.441038801,3.89356914,0.932327065,0.886357914,1.45684459,1.522027502
219,0.429839195,3.908439721,0.926840399,0.881673444,1.449551375,1.519268827
220,0.42574294,3.911851575,0.921383663,0.878031606,1.442263383,1.515854633
221,0.428385139,3.918742735,0.916228041,0.87310678,1.434641916,1.514220922
222,0.432245374,3.920523154,0.912764122,0.868648845,1.428712868,1.512578873
223,0.432576008,3.925717814,0.907472483,0.865008245,1.421790369,1.510512984
224,0.433027869,3.92354497,0.904307738,0.860364494,1.413730425,1.506995099
225,0.438417866,3.927571122,0.899886609,0.856300038,1.408299013,1.50609493
226,0.442245391,3.93286043,0.896887004,0.851766767,1.402657569,1.505283432
227,0.43876469,3.939716422,0.893407683,0.847986213,1.394387957,1.502852593
228,0.438512239,3.943447744,0.888880092,0.843680018,1.390306333,1.500965285
229,0.449508422,3.926613101,0.884363633,0.838583151,1.384314446,1.496676551
230,0.456586149,3.930125292,0.880735236,0.834769852,1.379451492,1.496333604
231,0.460360054,3.93875747,0.877277924,0.832198177,1.374114801,1.496541685
232,0.45812617,3.935454189,0.873509579,0.829171742,1.366687291,1.492589794
233,0.457815712,3.943846313,0.86871495,0.825165677,1.360100304,1.491128591
234,0.451536838,3.926570499,0.865241206,0.820894304,1.354624514,1.483773472
235,0.448237948,3.931996693,0.861751042,0.836990601,1.3520332,1.486201897
236,0.44074915,3.939637708,0.857697323,0.834151378,1.342791472,1.483005406
237,0.443407422,3.946840471,0.855343197,0.831016042,1.334861257,1.482293678
238,0.442111912,3.956923252,0.852110592,0.827845013,1.331291772,1.482056508
239,0.437139495,3.934220868,0.849774593,0.824414217,1.325447954,1.474199425
240,0.435378698,3.93714193,0.845222511,0.821314112,1.320442088,1.471899868
241,0.438468422,3.938457996,0.842813008,0.843672647,1.316494952,1.475981405
242,0.435955697,3.943268689,0.841376986,0.866133772,1.311728245,1.479692678
243,0.433991729,3.955231265,0.838913004,0.863976998,1.303628153,1.47914823
244,0.439594186,3.960167874,0.835589262,0.859403373,1.298525532,1.478656045
245,0.443482121,3.966860084,0.832683348,0.856463757,1.293909347,1.478679731
246,0.438705309,3.966132957,0.82886071,0.855486469,1.289755438,1.475788177
247,0.43751994,3.96809164,0.824521398,0.850902731,1.283439651,1.472895072
248,0.440276006,3.970503308,0.82184232,0.846122621,1.278375804,1.471424012
249,0.436651417,3.968483629,0.820385849,0.842892168,1.272909633,1.468264539
250,0.436144006,3.969151565,0.81673546,0.856833937,1.267616933,1.46929638
251,0.43358273,3.966079374,0.814346317,0.851864788,1.262054101,1.465585462
252,0.435927141,3.974169652,0.811109276,0.848250248,1.256542817,1.465199827
253,0.436789049,3.985136822,0.8076273,0.8447642,1.251392053,1.465141885
254,0.446355758,3.961705224,0.803275861,0.841653534,1.245044556,1.459606986
255,0.444258772,3.971364999,0.800212553,0.839029244,1.238998379,1.458772789
256,0.444073512,3.972338251,0.797820044,0.835061023,1.234978147,1.456854196
257,0.44013591,3.976779681,0.793913009,0.83250777,1.230387254,1.454744725
258,0.437081524,3.984658639,0.789916165,0.829759159,1.225690492,1.453421196
259,0.431991497,3.976992314,0.786282782,0.826386851,1.221832795,1.448697248
260,0.431448209,3.977578721,0.783099607,0.823255507,1.218232131,1.446722835
261,0.433923509,3.983847212,0.779657155,0.819179746,1.21586304,1.446494133
262,0.437881659,3.986544221,0.776998702,0.8152976,1.211827056,1.445709848
263,0.43579781,3.990400205,0.774825305,0.811915334,1.20922498,1.444432727
264,0.439180836,3.964880072,0.771396747,0.808785184,1.206688698,1.438186307
265,0.441643054,3.97089351,0.768419708,0.805132216,1.202874137,1.437792525
266,0.443469571,3.971150383,0.766620727,0.802289368,1.198742182,1.436454446
267,0.43872909,3.972599095,0.764450413,0.797996532,1.194774249,1.433709876
268,0.434659224,3.974400611,0.762146043,0.79495767,1.191615385,1.431555787
269,0.43486237,3.945002848,0.758452164,0.793006778,1.188434807,1.423951794
270,0.434136241,3.942506809,0.755302461,0.789247349,1.185900515,1.421418675
271,0.44092475,3.945992409,0.752676301,0.785350879,1.180500122,1.421088892
272,0.438771922,3.946191672,0.749404,0.783687189,1.176266051,1.418864167
273,0.438847699,3.950847221,0.745750176,0.779568189,1.172274208,1.417457498
274,0.432271253,3.938236836,0.743660168,0.775955729,1.16809524,1.411643845
275,0.432920369,3.942641652,0.741491937,0.773070358,1.16204399,1.410433661
276,0.432669406,3.944196887,0.737857784,0.769974354,1.157714051,1.408482496
277,0.442436177,3.949988918,0.734868563,0.767365454,1.154694489,1.40987072
278,0.439113478,3.962183531,0.733306863,0.764841208,1.150189111,1.409926838
279,0.4383808,3.927709997,0.730517747,0.761416594,1.147242611,1.40105355
280,0.436741083,3.932654717,0.728088523,0.758596754,1.142947799,1.399805775
281,0.428262033,3.934309587,0.724556924,0.75640919,1.138575076,1.396422562
282,0.421066549,3.933607992,0.721498261,0.751661324,1.134006187,1.392368063
283,0.4219365,3.935735087,0.718777507,0.749557824,1.13017823,1.39123703
284,0.424415294,3.926629186,0.715599721,0.747593657,1.124887707,1.387825113
285,0.421515798,3.925477726,0.713406065,0.745327408,1.121615787,1.385468557
286,0.419010714,3.924926521,0.710476965,0.7435899,1.115751445,1.382751109
287,0.420495183,3.924106504,0.708320765,0.741080987,1.111091033,1.381018894
288,0.416708942,3.932472311,0.705975627,0.738610002,1.106181449,1.379989666
289,0.416778515,3.917303796,0.703879439,0.73484238,1.103734278,1.375307682
290,0.417700602,3.921418198,0.701379009,0.732967631,1.100431854,1.374779459
291,0.412033324,3.932520948,0.699340205,0.730186744,1.107003774,1.376216999
292,0.41509299,3.929139403,0.697105375,0.727358189,1.102614208,1.374262033
293,0.417899977,3.928459761,0.694992721,0.724414895,1.110331137,1.375219698
294,0.416843056,3.895953422,0.692990309,0.744400392,1.105309852,1.371099406
295,0.415495923,3.89479625,0.690150651,0.742460661,1.101676735,1.368916044
296,0.41303459,3.894225645,0.687657756,0.741194669,1.096984587,1.366619449
297,0.412768865,3.894228891,0.685183024,0.737966405,1.0937388,1.364777197
298,0.411688426,3.896120496,0.68312414,0.736066483,1.089463198,1.363292548
299,0.405512673,3.88802798,0.681205443,0.749772171,1.084117517,1.361727157
300,0.40071205,3.895555874,0.678092684,0.747674767,1.079927925,1.36039266
301,0.399458819,3.899407996,0.675480447,0.745704569,1.076679374,1.359346241
302,0.396967159,3.900797089,0.673908689,0.74338289,1.074658135,1.357942792
303,0.395787691,3.903705459,0.671347325,0.742464947,1.070559892,1.356773063
304,0.396723255,3.917570969,0.668776143,0.739706981,1.067987126,1.358152895
305,0.397880237,3.919798155,0.66711016,0.736882184,1.064934886,1.357321124
306,0.393357238,3.924433001,0.665038464,0.734216619,1.061847939,1.355778652
307,0.395458181,3.924348906,0.662470512,0.731796401,1.057600634,1.354334927
308,0.396166173,3.92950796,0.660399458,0.748534844,1.053537979,1.357629283
309,0.395075101,3.908411656,0.658751136,0.745848902,1.050081037,1.351633566
310,0.393443418,3.909824811,0.656764988,0.742742296,1.04614996,1.349785094
311,0.393336737,3.90589999,0.65464152,0.740334948,1.042337735,1.347310186
312,0.392264948,3.913093127,0.651913427,0.739574076,1.039214424,1.347212
313,0.391614098,3.91346836,0.649845026,0.736542764,1.035643801,1.34542281
314,0.389159549,3.895248157,0.647095026,0.733554664,1.032564749,1.339524429
315,0.38942444,3.898586978,0.645488971,0.731332348,1.028528079,1.338672163
316,0.39000356,3.897546044,0.643267893,0.72860637,1.025995947,1.337083963
317,0.390976481,3.899391659,0.641340012,0.725958811,1.023136401,1.336160673
318,0.395047772,3.899242373,0.639308513,0.72253061,1.02007178,1.33524021
319,0.392022217,3.873908406,0.636717941,0.720590277,1.016400009,1.32792777
320,0.392555001,3.884105041,0.634508804,0.717764929,1.012701641,1.328327083
321,0.392438748,3.885600683,0.632275844,0.71642332,1.009252575,1.327198234
322,0.393574556,3.884578079,0.630579414,0.71398922,1.006834524,1.325911159
323,0.393905687,3.886986481,0.628538198,0.711210795,1.004755024,1.325079237
324,0.392542669,3.878086966,0.626627237,0.709692272,1.002614101,1.321912649
325,0.39434855,3.881880939,0.625192876,0.717843991,0.998697931,1.323592857
326,0.388824294,3.889157848,0.622791495,0.716737994,0.99643397,1.32278912
327,0.393588971,3.891981831,0.621458644,0.714356789,0.993029206,1.322883088
328,0.390745173,3.890692563,0.619931733,0.712470387,0.99054479,1.320876929
329,0.387111963,3.890348637,0.617478782,0.709866977,0.987249514,1.318411175
330,0.385902911,3.893601037,0.616129681,0.72152739,0.985228411,1.320477886
331,0.38588405,3.901281838,0.614040187,0.718981195,0.982125951,1.320462644
332,0.386071827,3.900107445,0.611347508,0.716468387,0.978070581,1.31841315
333,0.38783237,3.908993396,0.609568529,0.713971081,0.974267545,1.318926584
334,0.390794224,3.901805059,0.607900152,0.712782682,0.972033265,1.317063077
335,0.385294222,3.903481953,0.605745136,0.710624936,0.969402996,1.314909849
336,0.384895099,3.907743153,0.60427968,0.708274309,0.966589551,1.314356358
337,0.388679129,3.910074635,0.60276827,0.705834011,0.963858543,1.314242918
338,0.387076934,3.914169875,0.601148594,0.703679302,0.962341481,1.313683237
339,0.389152426,3.888014469,0.600035659,0.701744544,0.960072557,1.307803931
340,0.388514434,3.888727605,0.598305734,0.699920338,0.957258963,1.306545415
341,0.387229787,3.89347917,0.596758372,0.698530752,0.965709019,1.30834142
342,0.384680444,3.900821223,0.596284292,0.696976439,0.964454376,1.308643355
343,0.385890749,3.902399838,0.594609569,0.695103224,0.961344252,1.307869526
344,0.382042309,3.893730271,0.592610019,0.693062482,0.958854934,1.304060003
345,0.376859958,3.901771555,0.590739786,0.689855829,0.95492104,1.302829633
346,0.376400091,3.899946185,0.588732066,0.688140608,0.952332381,1.301110266
347,0.372524184,3.907832199,0.587008515,0.68617031,0.95008529,1.300724099
348,0.370715944,3.908871391,0.585172299,0.683487391,0.946324104,1.298914226
349,0.372675431,3.89377486,0.583398541,0.68198898,0.944085345,1.295184631
350,0.374420653,3.898739821,0.581339592,0.680948995,0.941365387,1.29536289
351,0.37523652,3.899171722,0.579985628,0.678835223,0.939012926,1.294448404
352,0.377515904,3.898535163,0.57873941,0.676884225,0.936307389,1.293596418
353,0.377025049,3.904699951,0.57743893,0.674880042,0.933303105,1.293469416
354,0.379961775,3.912688212,0.576518863,0.672783762,0.930633323,1.294517187
355,0.377817347,3.915270105,0.574843062,0.670785541,0.926999961,1.293143203
356,0.381509887,3.920705319,0.573054108,0.668869168,0.923576486,1.293542994
357,0.381042336,3.91835655,0.572126593,0.667326852,0.920894943,1.291949455
358,0.380269159,3.920537365,0.570671988,0.666369039,0.918803577,1.291330226
359,0.377506723,3.912662793,0.568938406,0.665057161,0.916164589,1.288065934
360,0.37711645,3.921607894,0.567233411,0.663096644,0.91398108,1.288607096
361,0.379178398,3.925874238,0.56587733,0.661425707,0.912201002,1.288911335
362,0.38174984,3.930671336,0.564157855,0.65977283,0.909306515,1.289131675
363,0.380192601,3.928745411,0.562291209,0.657161482,0.906472576,1.286972656
364,0.383061616,3.901991275,0.56056846,0.655825705,0.90427693,1.281144797
365,0.38292557,3.906205331,0.559983944,0.654208986,0.901484111,1.280961588
