"","regret","regret","regret","regret","regret"
"name","Deterministic","DeterministicAlternating","EpsilonFirst","EpsilonGreedy","Exp3"
"trial","","","","",""
"0","0.0","0.0","0.0","0.0","0.0"
"1","0.09999999999999998","0.09999999999999998","0.09999999999999998","0.0","0.09999999999999998"
"2","0.2000000000000001","0.06666666666666672","0.06666666666666672","0.0","0.1333333333333333"
"3","0.10000000000000009","0.09999999999999998","0.050000000000000044","0.0","0.09999999999999998"
"4","0.24000000000000005","0.07999999999999999","0.040000000000000036","0.0","0.07999999999999999"
"5","0.16666666666666682","0.06666666666666672","0.03333333333333351","0.0","0.03333333333333351"
"6","0.1142857142857144","0.17142857142857157","0.142857142857143","0.0","0.142857142857143"
"7","0.20000000000000007","0.15000000000000002","0.2250000000000001","0.0","0.10000000000000009"
"8","0.15555555555555559","0.2222222222222222","0.20000000000000007","0.0","0.06666666666666672"
"9","0.12000000000000002","0.2","0.2600000000000001","0.0","0.060000000000000143"
"10","0.1818181818181819","0.25454545454545463","0.21818181818181837","0.0","0.054545454545454675"
"11","0.15000000000000013","0.2333333333333333","0.2000000000000001","0.0","0.11666666666666685"
"12","0.20000000000000004","0.1999999999999999","0.18461538461538465","0.0","0.10769230769230773"
"13","0.24285714285714294","0.1857142857142857","0.17142857142857132","0.0","0.0999999999999999"
"14","0.2133333333333333","0.1599999999999999","0.1599999999999999","0.0","0.09333333333333324"
"15","0.1875","0.15000000000000002","0.19999999999999996","0.1875","0.13749999999999996"
"16","0.22352941176470592","0.1882352941176471","0.1882352941176471","0.1764705882352942","0.17647058823529413"
"17","0.25555555555555554","0.17777777777777773","0.16666666666666666","0.16666666666666677","0.16666666666666666"
"18","0.28421052631578947","0.21052631578947367","0.20000000000000004","0.15789473684210537","0.14736842105263162"
"19","0.25999999999999995","0.1999999999999999","0.18","0.15","0.12999999999999998"
"20","0.23809523809523808","0.1809523809523808","0.17142857142857132","0.14285714285714268","0.11428571428571421"
"21","0.26363636363636367","0.17272727272727267","0.19999999999999993","0.13636363636363627","0.14545454545454542"
"22","0.24347826086956528","0.19999999999999998","0.18260869565217389","0.13043478260869565","0.13043478260869565"
"23","0.2666666666666668","0.19166666666666665","0.16666666666666666","0.125","0.125"
"24","0.288","0.21600000000000003","0.16","0.12","0.12"
"25","0.3076923076923077","0.2076923076923077","0.15384615384615385","0.11538461538461539","0.11538461538461539"
"26","0.2888888888888889","0.22962962962962966","0.14074074074074078","0.11111111111111098","0.11111111111111098"
"27","0.3071428571428572","0.2214285714285714","0.13571428571428562","0.10714285714285728","0.10714285714285728"
"28","0.2896551724137932","0.20689655172413793","0.15862068965517234","0.10344827586206896","0.09655172413793119"
"29","0.2733333333333333","0.20000000000000012","0.15333333333333338","0.10000000000000012","0.09333333333333324"
"30","0.25806451612903225","0.18709677419354853","0.17419354838709683","0.0967741935483871","0.11612903225806445"
"31","0.24375000000000002","0.18125000000000002","0.1625000000000001","0.09375000000000011","0.11250000000000016"
"32","0.2606060606060607","0.20000000000000004","0.15151515151515163","0.11515151515151528","0.10909090909090913"
"33","0.24705882352941183","0.19411764705882367","0.17058823529411776","0.11176470588235307","0.10000000000000006"
"34","0.23428571428571426","0.18285714285714302","0.1885714285714286","0.10857142857142879","0.09714285714285731"
"35","0.2222222222222222","0.17777777777777792","0.2055555555555556","0.10555555555555557","0.09444444444444461"
"36","0.23783783783783785","0.16756756756756763","0.2216216216216217","0.10270270270270272","0.08648648648648656"
"37","0.22631578947368425","0.16315789473684228","0.21052631578947378","0.10000000000000012","0.07894736842105272"
"38","0.21538461538461545","0.15384615384615402","0.20000000000000012","0.09743589743589755","0.0717948717948719"
"39","0.205","0.15000000000000008","0.19499999999999992","0.0950000000000002","0.07000000000000028"
"40","0.19512195121951229","0.16585365853658537","0.1902439024390245","0.0926829268292684","0.06829268292682929"
